"iso2c","year","higher_trust","cw_surv_self_expr"
"MG",2008,NA,NA
"MG",2009,NA,NA
"MH",1991,NA,NA
"MH",1992,NA,NA
"MH",1993,NA,NA
"MH",1994,NA,NA
"MH",1995,NA,NA
"MH",1996,NA,NA
"MH",1997,NA,NA
"MH",1998,NA,NA
"MH",1999,NA,NA
"MH",2000,NA,NA
"MH",2001,NA,NA
"MH",2002,NA,NA
"MH",2003,NA,NA
"MH",2004,NA,NA
"MH",2005,NA,NA
"MH",2006,NA,NA
"MH",2007,NA,NA
"MH",2008,NA,NA
"MK",1991,0,1.18662643432617
"MK",1992,0,1.18662643432617
"MK",1993,0,1.18662643432617
"MK",1994,0,1.18662643432617
"MK",1995,0,1.18662643432617
"MK",1996,0,1.18662643432617
"MK",1997,0,1.18662643432617
"MK",1998,0,1.18662643432617
"MK",1999,0,1.25863635540009
"MK",2000,0,1.25863635540009
"MK",2001,0,1.25863635540009
"MK",2002,0,1.25863635540009
"MK",2003,0,1.25863635540009
"MK",2004,0,1.25863635540009
"MK",2005,NA,NA
"MK",2006,NA,NA
"MK",2007,NA,NA
"MK",2008,NA,NA
"MK",2009,NA,NA
"ML",1980,NA,NA
"ML",1981,NA,NA
"ML",1982,NA,NA
"ML",1983,NA,NA
"ML",1984,NA,NA
"ML",1985,NA,NA
"ML",1986,NA,NA
"ML",1987,NA,NA
"ML",1988,NA,NA
"ML",1989,NA,NA
"ML",1990,NA,NA
"ML",1991,NA,NA
"ML",1992,NA,NA
"ML",1993,NA,NA
"ML",1994,NA,NA
"ML",1995,NA,NA
"ML",1996,NA,NA
"ML",1997,NA,NA
"ML",1998,NA,NA
"ML",1999,NA,NA
"ML",2000,NA,NA
"ML",2001,NA,NA
"ML",2002,NA,NA
"ML",2003,NA,NA
"ML",2004,NA,NA
"ML",2005,0,1.27657783031464
"ML",2006,0,1.27657783031464
"ML",2007,0,1.27657783031464
"ML",2008,0,1.27657783031464
"ML",2009,0,1.27657783031464
"MM",1980,NA,NA
"MM",1981,NA,NA
"MM",1982,NA,NA
"MM",1983,NA,NA
"MM",1984,NA,NA
"MM",1985,NA,NA
"MM",1986,NA,NA
"MM",1987,NA,NA
"MM",1988,NA,NA
"MM",1989,NA,NA
"MM",1990,NA,NA
"MM",1991,NA,NA
"MM",1992,NA,NA
"MM",1993,NA,NA
"MM",1994,NA,NA
"MM",1995,NA,NA
"MM",1996,NA,NA
"MM",1997,NA,NA
"MM",1998,NA,NA
"MM",1999,NA,NA
"MM",2000,NA,NA
"MM",2001,NA,NA
"MM",2002,NA,NA
"MM",2003,NA,NA
"MM",2004,NA,NA
"MM",2005,NA,NA
"MM",2006,NA,NA
"MM",2007,NA,NA
"MM",2008,NA,NA
"MM",2009,NA,NA
"MN",1980,NA,NA
"MN",1981,NA,NA
"MN",1982,NA,NA
"MN",1983,NA,NA
"MN",1984,NA,NA
"MN",1985,NA,NA
"MN",1986,NA,NA
"MN",1987,NA,NA
"MN",1988,NA,NA
"MN",1989,NA,NA
"MN",1990,NA,NA
"MN",1991,NA,NA
"MN",1992,NA,NA
"MN",1993,NA,NA
"MN",1994,NA,NA
"MN",1995,NA,NA
"MN",1996,NA,NA
"MN",1997,NA,NA
"MN",1998,NA,NA
"MN",1999,NA,NA
"MN",2000,NA,NA
"MN",2001,NA,NA
"MN",2002,NA,NA
"MN",2003,NA,NA
"MN",2004,NA,NA
"MN",2005,NA,NA
"MN",2006,NA,NA
"MN",2007,NA,NA
"MN",2008,NA,NA
"MN",2009,NA,NA
"MR",1980,NA,NA
"MR",1981,NA,NA
"MR",1982,NA,NA
"MR",1983,NA,NA
"MR",1984,NA,NA
"MR",1985,NA,NA
"MR",1986,NA,NA
"MR",1987,NA,NA
"MR",1988,NA,NA
"MR",1989,NA,NA
"MR",1990,NA,NA
"MR",1991,NA,NA
"MR",1992,NA,NA
"MR",1993,NA,NA
"MR",1994,NA,NA
"MR",1995,NA,NA
"MR",1996,NA,NA
"MR",1997,NA,NA
"MR",1998,NA,NA
"MR",1999,NA,NA
"MR",2000,NA,NA
"MR",2001,NA,NA
"MR",2002,NA,NA
"MR",2003,NA,NA
"MR",2004,NA,NA
"MR",2005,NA,NA
"MR",2006,NA,NA
"MR",2007,NA,NA
"MR",2008,NA,NA
"MR",2009,NA,NA
"MT",1980,NA,NA
"MT",1981,NA,NA
"MT",1982,NA,NA
"MT",1983,NA,NA
"MT",1984,NA,NA
"MT",1985,NA,NA
"MT",1986,NA,NA
"MT",1987,NA,NA
"MT",1988,NA,NA
"MT",1989,NA,NA
"MT",1990,NA,NA
"MT",1991,NA,NA
"MT",1992,NA,NA
"MT",1993,NA,NA
"MT",1994,NA,NA
"MT",1995,NA,NA
"MT",1996,NA,NA
"MT",1997,NA,NA
"MT",1998,NA,NA
"MT",1999,NA,NA
"MT",2000,NA,NA
"MT",2001,NA,NA
"MT",2002,NA,NA
"MT",2003,NA,NA
"MT",2004,NA,NA
"MT",2005,NA,NA
"MT",2006,NA,NA
"MT",2007,NA,NA
"MT",2008,NA,NA
"MU",1980,NA,NA
"MU",1981,NA,NA
"MU",1982,NA,NA
"MU",1983,NA,NA
"MU",1984,NA,NA
"MU",1985,NA,NA
"MU",1986,NA,NA
"MU",1987,NA,NA
"MU",1988,NA,NA
"MU",1989,NA,NA
"MU",1990,NA,NA
"MU",1991,NA,NA
"MU",1992,NA,NA
"MU",1993,NA,NA
"MU",1994,NA,NA
"MU",1995,NA,NA
"MU",1996,NA,NA
"MU",1997,NA,NA
"MU",1998,NA,NA
"MU",1999,NA,NA
"MU",2000,NA,NA
"MU",2001,NA,NA
"MU",2002,NA,NA
"MU",2003,NA,NA
"MU",2004,NA,NA
"MU",2005,NA,NA
"MU",2006,NA,NA
"MU",2007,NA,NA
"MU",2008,NA,NA
"MU",2009,NA,NA
"MV",1980,NA,NA
"MV",1981,NA,NA
"MV",1982,NA,NA
"MV",1983,NA,NA
"MV",1984,NA,NA
"MV",1985,NA,NA
"MV",1986,NA,NA
"MV",1987,NA,NA
"MV",1988,NA,NA
"MV",1989,NA,NA
"MV",1990,NA,NA
"MV",1991,NA,NA
"MV",1992,NA,NA
"MV",1993,NA,NA
"MV",1994,NA,NA
"MV",1995,NA,NA
"MV",1996,NA,NA
"MV",1997,NA,NA
"MV",1998,NA,NA
"MV",1999,NA,NA
"MV",2000,NA,NA
"MV",2001,NA,NA
"MV",2002,NA,NA
"MV",2003,NA,NA
"MV",2004,NA,NA
"MV",2005,NA,NA
"MV",2006,NA,NA
"MV",2007,NA,NA
"MV",2008,NA,NA
"MW",1980,NA,NA
"MW",1981,NA,NA
"MW",1982,NA,NA
"MW",1983,NA,NA
"MW",1984,NA,NA
"MW",1985,NA,NA
"MW",1986,NA,NA
"MW",1987,NA,NA
"MW",1988,NA,NA
"MW",1989,NA,NA
"MW",1990,NA,NA
"MW",1991,NA,NA
"MW",1992,NA,NA
"MW",1993,NA,NA
"MW",1994,NA,NA
"MW",1995,NA,NA
"MW",1996,NA,NA
"MW",1997,NA,NA
"MW",1998,NA,NA
"MW",1999,NA,NA
"MW",2000,NA,NA
"MW",2001,NA,NA
"MW",2002,NA,NA
"MW",2003,NA,NA
"MW",2004,NA,NA
"MW",2005,NA,NA
"MW",2006,NA,NA
"MW",2007,NA,NA
"MW",2008,NA,NA
"MW",2009,NA,NA
"MX",1980,0,1.3122695684433
"MX",1981,0,1.3122695684433
"MX",1982,0,1.3122695684433
"MX",1983,0,1.3122695684433
"MX",1984,0,1.3122695684433
"MX",1985,0,1.3122695684433
"MX",1986,0,1.3122695684433
"MX",1987,0,1.3122695684433
"MX",1988,0,1.3122695684433
"MX",1989,0,1.3122695684433
"MX",1990,0,1.3122695684433
"MX",1991,0,1.3122695684433
"MX",1992,0,1.3122695684433
"MX",1993,0,1.3122695684433
"MX",1994,0,1.3122695684433
"MX",1995,0,1.3122695684433
"MX",1996,0,1.3122695684433
"MX",1997,0,1.3122695684433
"MX",1998,0,1.3122695684433
"MX",1999,0,1.31665539741516
"MX",2000,0,1.31665539741516
"MX",2001,0,1.31665539741516
"MX",2002,0,1.31665539741516
"MX",2003,0,1.31665539741516
"MX",2004,0,1.31665539741516
"MX",2005,0,1.33170914649963
"MX",2006,0,1.33170914649963
"MX",2006,0,1.33170914649963
"MX",2007,0,1.33170914649963
"MX",2008,0,1.33170914649963
"MX",2009,0,1.33170914649963
"MY",1980,NA,NA
"MY",1981,NA,NA
"MY",1982,NA,NA
"MY",1983,NA,NA
"MY",1984,NA,NA
"MY",1985,NA,NA
"MY",1986,NA,NA
"MY",1987,NA,NA
"MY",1988,NA,NA
"MY",1989,NA,NA
"MY",1990,NA,NA
"MY",1991,NA,NA
"MY",1992,NA,NA
"MY",1993,NA,NA
"MY",1994,NA,NA
"MY",1995,NA,NA
"MY",1996,NA,NA
"MY",1997,NA,NA
"MY",1998,NA,NA
"MY",1999,NA,NA
"MY",2000,NA,NA
"MY",2001,NA,NA
"MY",2002,NA,NA
"MY",2003,NA,NA
"MY",2004,NA,NA
"MY",2005,0,1.21589410305023
"MY",2006,0,1.21589410305023
"MY",2007,0,1.21589410305023
"MY",2008,0,1.21589410305023
"MY",2009,0,1.21589410305023
"MZ",1980,NA,NA
"MZ",1981,NA,NA
"MZ",1982,NA,NA
"MZ",1983,NA,NA
"MZ",1984,NA,NA
"MZ",1985,NA,NA
"MZ",1986,NA,NA
"MZ",1987,NA,NA
"MZ",1988,NA,NA
"MZ",1989,NA,NA
"MZ",1990,NA,NA
"MZ",1991,NA,NA
"MZ",1992,NA,NA
"MZ",1993,NA,NA
"MZ",1994,NA,NA
"MZ",1995,NA,NA
"MZ",1996,NA,NA
"MZ",1997,NA,NA
"MZ",1998,NA,NA
"MZ",1999,NA,NA
"MZ",2000,NA,NA
"MZ",2001,NA,NA
"MZ",2002,NA,NA
"MZ",2003,NA,NA
"MZ",2004,NA,NA
"MZ",2005,NA,NA
"MZ",2006,NA,NA
"MZ",2007,NA,NA
"MZ",2008,NA,NA
"MZ",2009,NA,NA
"NE",1980,NA,NA
"NE",1981,NA,NA
"NE",1982,NA,NA
"NE",1983,NA,NA
"NE",1984,NA,NA
"NE",1985,NA,NA
"NE",1986,NA,NA
"NE",1987,NA,NA
"NE",1988,NA,NA
"NE",1989,NA,NA
"NE",1990,NA,NA
"NE",1991,NA,NA
"NE",1992,NA,NA
"NE",1993,NA,NA
"NE",1994,NA,NA
"NE",1995,NA,NA
"NE",1996,NA,NA
"NE",1997,NA,NA
"NE",1998,NA,NA
"NE",1999,NA,NA
"NE",2000,NA,NA
"NE",2001,NA,NA
"NE",2002,NA,NA
"NE",2003,NA,NA
"NE",2004,NA,NA
"NE",2005,NA,NA
"NE",2006,NA,NA
"NE",2007,NA,NA
"NE",2008,NA,NA
"NE",2009,NA,NA
"NG",1980,0,1.33455836772919
"NG",1981,0,1.33455836772919
"NG",1982,0,1.33455836772919
"NG",1983,0,1.33455836772919
"NG",1984,0,1.33455836772919
"NG",1985,0,1.33455836772919
"NG",1986,0,1.33455836772919
"NG",1987,0,1.33455836772919
"NG",1988,0,1.33455836772919
"NG",1989,0,1.33455836772919
"NG",1990,0,1.33455836772919
"NG",1991,0,1.33455836772919
"NG",1992,0,1.33455836772919
"NG",1993,0,1.33455836772919
"NG",1994,0,1.33455836772919
"NG",1995,0,1.33455836772919
"NG",1996,0,1.33455836772919
"NG",1997,0,1.33455836772919
"NG",1998,0,1.33455836772919
"NG",1999,0,1.2694616317749
"NG",2000,0,1.2694616317749
"NG",2001,0,1.2694616317749
"NG",2002,0,1.2694616317749
"NG",2003,0,1.2694616317749
"NG",2004,0,1.2694616317749
"NG",2005,NA,NA
"NG",2006,NA,NA
"NG",2007,NA,NA
"NG",2008,NA,NA
"NG",2009,NA,NA
"NG",2010,NA,NA
"NI",1980,NA,NA
"NI",1981,NA,NA
"NI",1982,NA,NA
"NI",1983,NA,NA
"NI",1984,NA,NA
"NI",1985,NA,NA
"NI",1986,NA,NA
"NI",1987,NA,NA
"NI",1988,NA,NA
"NI",1989,NA,NA
"NI",1990,NA,NA
"NI",1991,NA,NA
"NI",1992,NA,NA
"NI",1993,NA,NA
"NI",1994,NA,NA
"NI",1995,NA,NA
"NI",1996,NA,NA
"NI",1997,NA,NA
"NI",1998,NA,NA
"NI",1999,NA,NA
"NI",2000,NA,NA
"NI",2001,NA,NA
"NI",2002,NA,NA
"NI",2003,NA,NA
"NI",2004,NA,NA
"NI",2005,NA,NA
"NI",2006,NA,NA
"NI",2007,NA,NA
"NI",2008,NA,NA
"NI",2009,NA,NA
"NL",1980,NA,NA
"NL",1981,NA,NA
"NL",1982,NA,NA
"NL",1983,NA,NA
"NL",1984,NA,NA
"NL",1985,NA,NA
"NL",1986,NA,NA
"NL",1987,NA,NA
"NL",1988,NA,NA
"NL",1989,NA,NA
"NL",1990,NA,NA
"NL",1991,NA,NA
"NL",1992,NA,NA
"NL",1993,NA,NA
"NL",1994,NA,NA
"NL",1995,NA,NA
"NL",1996,NA,NA
"NL",1997,NA,NA
"NL",1998,NA,NA
"NL",1999,NA,NA
"NL",2000,NA,NA
"NL",2001,NA,NA
"NL",2002,NA,NA
"NL",2003,NA,NA
"NL",2004,NA,NA
"NL",2005,1,1.27227890491486
"NL",2006,1,1.27227890491486
"NL",2007,1,1.27227890491486
"NL",2008,1,1.27227890491486
"NL",2009,1,1.27227890491486
"NO",1980,1,1.31181907653809
"NO",1981,1,1.31181907653809
"NO",1982,1,1.31181907653809
"NO",1983,1,1.31181907653809
"NO",1984,1,1.31181907653809
"NO",1985,1,1.31181907653809
"NO",1986,1,1.31181907653809
"NO",1987,1,1.31181907653809
"NO",1988,1,1.31181907653809
"NO",1989,1,1.31181907653809
"NO",1990,1,1.31181907653809
"NO",1991,1,1.31181907653809
"NO",1992,1,1.31181907653809
"NO",1993,1,1.31181907653809
"NO",1994,1,1.31181907653809
"NO",1995,1,1.31181907653809
"NO",1996,1,1.31181907653809
"NO",1997,1,1.31181907653809
"NO",1998,1,1.31181907653809
"NO",1999,NA,NA
"NO",2000,NA,NA
"NO",2001,NA,NA
"NO",2002,NA,NA
"NO",2003,NA,NA
"NO",2004,NA,NA
"NO",2005,1,1.21407234668732
"NO",2006,1,1.21407234668732
"NO",2007,1,1.21407234668732
"NO",2008,1,1.21407234668732
"NO",2009,1,1.21407234668732
"NP",1980,NA,NA
"NP",1981,NA,NA
"NP",1982,NA,NA
"NP",1983,NA,NA
"NP",1984,NA,NA
"NP",1985,NA,NA
"NP",1986,NA,NA
"NP",1987,NA,NA
"NP",1988,NA,NA
"NP",1989,NA,NA
"NP",1990,NA,NA
"NP",1991,NA,NA
"NP",1992,NA,NA
"NP",1993,NA,NA
"NP",1994,NA,NA
"NP",1995,NA,NA
"NP",1996,NA,NA
"NP",1997,NA,NA
"NP",1998,NA,NA
"NP",1999,NA,NA
"NP",2000,NA,NA
"NP",2001,NA,NA
"NP",2002,NA,NA
"NP",2003,NA,NA
"NP",2004,NA,NA
"NP",2005,NA,NA
"NP",2006,NA,NA
"NP",2007,NA,NA
"NP",2008,NA,NA
"NP",2009,NA,NA
"NP",2010,NA,NA
"NR",1980,NA,NA
"NR",1981,NA,NA
"NR",1982,NA,NA
"NR",1983,NA,NA
"NR",1984,NA,NA
"NR",1985,NA,NA
"NR",1986,NA,NA
"NR",1987,NA,NA
"NR",1988,NA,NA
"NR",1989,NA,NA
"NR",1990,NA,NA
"NR",1991,NA,NA
"NR",1992,NA,NA
"NR",1993,NA,NA
"NR",1994,NA,NA
"NR",1995,NA,NA
"NR",1996,NA,NA
"NR",1997,NA,NA
"NR",1998,NA,NA
"NR",1999,NA,NA
"NR",2000,NA,NA
"NR",2001,NA,NA
"NR",2002,NA,NA
"NR",2003,NA,NA
"NR",2004,NA,NA
"NR",2005,NA,NA
"NR",2006,NA,NA
"NR",2007,NA,NA
"NR",2008,NA,NA
"NZ",1980,1,1.28272747993469
"NZ",1981,1,1.28272747993469
"NZ",1982,1,1.28272747993469
"NZ",1983,1,1.28272747993469
"NZ",1984,1,1.28272747993469
"NZ",1985,1,1.28272747993469
"NZ",1986,1,1.28272747993469
"NZ",1987,1,1.28272747993469
"NZ",1988,1,1.28272747993469
"NZ",1989,1,1.28272747993469
"NZ",1990,1,1.28272747993469
"NZ",1991,1,1.28272747993469
"NZ",1992,1,1.28272747993469
"NZ",1993,1,1.28272747993469
"NZ",1994,1,1.28272747993469
"NZ",1995,1,1.28272747993469
"NZ",1996,1,1.28272747993469
"NZ",1997,1,1.28272747993469
"NZ",1998,1,1.28272747993469
"NZ",1999,NA,NA
"NZ",2000,NA,NA
"NZ",2001,NA,NA
"NZ",2002,NA,NA
"NZ",2003,NA,NA
"NZ",2004,NA,NA
"NZ",2005,1,1.35598683357239
"NZ",2006,1,1.35598683357239
"NZ",2007,1,1.35598683357239
"NZ",2008,1,1.35598683357239
"NZ",2009,1,1.35598683357239
"OM",1980,NA,NA
"OM",1981,NA,NA
"OM",1982,NA,NA
"OM",1983,NA,NA
"OM",1984,NA,NA
"OM",1985,NA,NA
"OM",1986,NA,NA
"OM",1987,NA,NA
"OM",1988,NA,NA
"OM",1989,NA,NA
"OM",1990,NA,NA
"OM",1991,NA,NA
"OM",1992,NA,NA
"OM",1993,NA,NA
"OM",1994,NA,NA
"OM",1995,NA,NA
"OM",1996,NA,NA
"OM",1997,NA,NA
"OM",1998,NA,NA
"OM",1999,NA,NA
"OM",2000,NA,NA
"OM",2001,NA,NA
"OM",2002,NA,NA
"OM",2003,NA,NA
"OM",2004,NA,NA
"OM",2005,NA,NA
"OM",2006,NA,NA
"OM",2007,NA,NA
"OM",2008,NA,NA
"OM",2009,NA,NA
"PA",1980,NA,NA
"PA",1981,NA,NA
"PA",1982,NA,NA
"PA",1983,NA,NA
"PA",1984,NA,NA
"PA",1985,NA,NA
"PA",1986,NA,NA
"PA",1987,NA,NA
"PA",1988,NA,NA
"PA",1989,NA,NA
"PA",1990,NA,NA
"PA",1991,NA,NA
"PA",1992,NA,NA
"PA",1993,NA,NA
"PA",1994,NA,NA
"PA",1995,NA,NA
"PA",1996,NA,NA
"PA",1997,NA,NA
"PA",1998,NA,NA
"PA",1999,NA,NA
"PA",2000,NA,NA
"PA",2001,NA,NA
"PA",2002,NA,NA
"PA",2003,NA,NA
"PA",2004,NA,NA
"PA",2005,NA,NA
"PA",2006,NA,NA
"PA",2007,NA,NA
"PA",2008,NA,NA
"PA",2009,NA,NA
"PE",1980,0,1.28703498840332
"PE",1981,0,1.28703498840332
"PE",1982,0,1.28703498840332
"PE",1983,0,1.28703498840332
"PE",1984,0,1.28703498840332
"PE",1985,0,1.28703498840332
"PE",1986,0,1.28703498840332
"PE",1987,0,1.28703498840332
"PE",1988,0,1.28703498840332
"PE",1989,0,1.28703498840332
"PE",1990,0,1.28703498840332
"PE",1991,0,1.28703498840332
"PE",1992,0,1.28703498840332
"PE",1993,0,1.28703498840332
"PE",1994,0,1.28703498840332
"PE",1995,0,1.28703498840332
"PE",1996,0,1.28703498840332
"PE",1997,0,1.28703498840332
"PE",1998,0,1.28703498840332
"PE",1999,0,1.30198514461517
"PE",2000,0,1.30198514461517
"PE",2001,0,1.30198514461517
"PE",2002,0,1.30198514461517
"PE",2003,0,1.30198514461517
"PE",2004,0,1.30198514461517
"PE",2005,0,NA
"PE",2006,0,NA
"PE",2007,0,NA
"PE",2008,0,NA
"PE",2009,0,NA
"PG",1980,NA,NA
"PG",1981,NA,NA
"PG",1982,NA,NA
"PG",1983,NA,NA
"PG",1984,NA,NA
"PG",1985,NA,NA
"PG",1986,NA,NA
"PG",1987,NA,NA
"PG",1988,NA,NA
"PG",1989,NA,NA
"PG",1990,NA,NA
"PG",1991,NA,NA
"PG",1992,NA,NA
"PG",1993,NA,NA
"PG",1994,NA,NA
"PG",1995,NA,NA
"PG",1996,NA,NA
"PG",1997,NA,NA
"PG",1998,NA,NA
"PG",1999,NA,NA
"PG",2000,NA,NA
"PG",2001,NA,NA
"PG",2002,NA,NA
"PG",2003,NA,NA
"PG",2004,NA,NA
"PG",2005,NA,NA
"PG",2006,NA,NA
"PG",2007,NA,NA
"PG",2008,NA,NA
"PG",2009,NA,NA
"PH",1980,0,1.27533960342407
"PH",1981,0,1.27533960342407
"PH",1982,0,1.27533960342407
"PH",1983,0,1.27533960342407
"PH",1984,0,1.27533960342407
"PH",1985,0,1.27533960342407
"PH",1986,0,1.27533960342407
"PH",1987,0,1.27533960342407
"PH",1988,0,1.27533960342407
"PH",1989,0,1.27533960342407
"PH",1990,0,1.27533960342407
"PH",1991,0,1.27533960342407
"PH",1992,0,1.27533960342407
"PH",1993,0,1.27533960342407
"PH",1994,0,1.27533960342407
"PH",1995,0,1.27533960342407
"PH",1996,0,1.27533960342407
"PH",1997,0,1.27533960342407
"PH",1998,0,1.27533960342407
"PH",1999,0,1.24058079719543
"PH",2000,0,1.24058079719543
"PH",2001,0,1.24058079719543
"PH",2002,0,1.24058079719543
"PH",2003,0,1.24058079719543
"PH",2004,0,1.24058079719543
"PH",2005,NA,NA
"PH",2006,NA,NA
"PH",2007,NA,NA
"PH",2008,NA,NA
"PH",2009,NA,NA
"PK",1980,0,NA
"PK",1981,0,NA
"PK",1982,0,NA
"PK",1983,0,NA
"PK",1984,0,NA
"PK",1985,0,NA
"PK",1986,0,NA
"PK",1987,0,NA
"PK",1988,0,NA
"PK",1989,0,NA
"PK",1990,0,NA
"PK",1991,0,NA
"PK",1992,0,NA
"PK",1993,0,NA
"PK",1994,0,NA
"PK",1995,0,NA
"PK",1996,0,NA
"PK",1997,0,NA
"PK",1998,0,NA
"PK",1999,0,1.19689965248108
"PK",2000,0,1.19689965248108
"PK",2001,0,1.19689965248108
"PK",2002,0,1.19689965248108
"PK",2003,0,1.19689965248108
"PK",2004,0,1.19689965248108
"PK",2005,NA,NA
"PK",2006,NA,NA
"PK",2007,NA,NA
"PK",2008,NA,NA
"PK",2009,NA,NA
"PL",1980,0,NA
"PL",1981,0,NA
"PL",1982,0,NA
"PL",1983,0,NA
"PL",1984,0,NA
"PL",1985,0,NA
"PL",1986,0,NA
"PL",1987,0,NA
"PL",1988,0,NA
"PL",1989,0,NA
"PL",1990,0,NA
"PL",1991,0,NA
"PL",1992,0,NA
"PL",1993,0,NA
"PL",1994,0,NA
"PL",1995,0,NA
"PL",1996,0,NA
"PL",1997,0,NA
"PL",1998,0,NA
"PL",1999,NA,NA
"PL",2000,NA,NA
"PL",2001,NA,NA
"PL",2002,NA,NA
"PL",2003,NA,NA
"PL",2004,NA,NA
"PL",2005,0,1.21477746963501
"PL",2006,0,1.21477746963501
"PL",2007,0,1.21477746963501
"PL",2008,0,1.21477746963501
"PL",2009,0,1.21477746963501
"PT",1980,NA,NA
"PT",1981,NA,NA
"PT",1982,NA,NA
"PT",1983,NA,NA
"PT",1984,NA,NA
"PT",1985,NA,NA
"PT",1986,NA,NA
"PT",1987,NA,NA
"PT",1988,NA,NA
"PT",1989,NA,NA
"PT",1990,NA,NA
"PT",1991,NA,NA
"PT",1992,NA,NA
"PT",1993,NA,NA
"PT",1994,NA,NA
"PT",1995,NA,NA
"PT",1996,NA,NA
"PT",1997,NA,NA
"PT",1998,NA,NA
"PT",1999,NA,NA
"PT",2000,NA,NA
"PT",2001,NA,NA
"PT",2002,NA,NA
"PT",2003,NA,NA
"PT",2004,NA,NA
"PT",2005,NA,NA
"PT",2006,NA,NA
"PT",2007,NA,NA
"PT",2008,NA,NA
"PT",2009,NA,NA
"PW",1994,NA,NA
"PW",1995,NA,NA
"PW",1996,NA,NA
"PW",1997,NA,NA
"PW",1998,NA,NA
"PW",1999,NA,NA
"PW",2000,NA,NA
"PW",2001,NA,NA
"PW",2002,NA,NA
"PW",2003,NA,NA
"PW",2004,NA,NA
"PW",2005,NA,NA
"PW",2006,NA,NA
"PW",2007,NA,NA
"PW",2008,NA,NA
"PY",1980,NA,NA
"PY",1981,NA,NA
"PY",1982,NA,NA
"PY",1983,NA,NA
"PY",1984,NA,NA
"PY",1985,NA,NA
"PY",1986,NA,NA
"PY",1987,NA,NA
"PY",1988,NA,NA
"PY",1989,NA,NA
"PY",1990,NA,NA
"PY",1991,NA,NA
"PY",1992,NA,NA
"PY",1993,NA,NA
"PY",1994,NA,NA
"PY",1995,NA,NA
"PY",1996,NA,NA
"PY",1997,NA,NA
"PY",1998,NA,NA
"PY",1999,NA,NA
"PY",2000,NA,NA
"PY",2001,NA,NA
"PY",2002,NA,NA
"PY",2003,NA,NA
"PY",2004,NA,NA
"PY",2005,NA,NA
"PY",2006,NA,NA
"PY",2007,NA,NA
"PY",2008,NA,NA
"PY",2009,NA,NA
"QA",1980,NA,NA
"QA",1981,NA,NA
"QA",1982,NA,NA
"QA",1983,NA,NA
"QA",1984,NA,NA
"QA",1985,NA,NA
"QA",1986,NA,NA
"QA",1987,NA,NA
"QA",1988,NA,NA
"QA",1989,NA,NA
"QA",1990,NA,NA
"QA",1991,NA,NA
"QA",1992,NA,NA
"QA",1993,NA,NA
"QA",1994,NA,NA
"QA",1995,NA,NA
"QA",1996,NA,NA
"QA",1997,NA,NA
"QA",1998,NA,NA
"QA",1999,NA,NA
"QA",2000,NA,NA
"QA",2001,NA,NA
"QA",2002,NA,NA
"QA",2003,NA,NA
"QA",2004,NA,NA
"QA",2005,NA,NA
"QA",2006,NA,NA
"QA",2007,NA,NA
"QA",2008,NA,NA
"QA",2009,NA,NA
"RO",1980,0,1.22689366340637
"RO",1981,0,1.22689366340637
"RO",1982,0,1.22689366340637
"RO",1983,0,1.22689366340637
"RO",1984,0,1.22689366340637
"RO",1985,0,1.22689366340637
"RO",1986,0,1.22689366340637
"RO",1987,0,1.22689366340637
"RO",1988,0,1.22689366340637
"RO",1989,0,1.22689366340637
"RO",1990,0,1.22689366340637
"RO",1991,0,1.22689366340637
"RO",1992,0,1.22689366340637
"RO",1993,0,1.22689366340637
"RO",1994,0,1.22689366340637
"RO",1995,0,1.22689366340637
"RO",1996,0,1.22689366340637
"RO",1997,0,1.22689366340637
"RO",1998,0,1.22689366340637
"RO",1999,NA,NA
"RO",2000,NA,NA
"RO",2001,NA,NA
"RO",2002,NA,NA
"RO",2003,NA,NA
"RO",2004,NA,NA
"RO",2005,0,1.22418189048767
"RO",2006,0,1.22418189048767
"RO",2007,0,1.22418189048767
"RO",2008,0,1.22418189048767
"RO",2009,0,1.22418189048767
"RS",1980,0,1.17183077335358
"RS",1981,0,1.17183077335358
"RS",1982,0,1.17183077335358
"RS",1983,0,1.17183077335358
"RS",1984,0,1.17183077335358
"RS",1985,0,1.17183077335358
"RS",1986,0,1.17183077335358
"RS",1987,0,1.17183077335358
"RS",1988,0,1.17183077335358
"RS",1989,0,1.17183077335358
"RS",1990,0,1.17183077335358
"RS",1991,0,1.17183077335358
"RS",1992,0,1.17183077335358
"RS",1993,0,1.17183077335358
"RS",1994,0,1.17183077335358
"RS",1995,0,1.17183077335358
"RS",1996,0,1.17183077335358
"RS",1997,0,1.17183077335358
"RS",1998,0,1.17183077335358
"RS",1999,0,1.21573460102081
"RS",2000,0,1.21573460102081
"RS",2001,0,1.21573460102081
"RS",2002,0,1.21573460102081
"RS",2003,0,1.21573460102081
"RS",2004,0,1.21573460102081
"RS",2005,0,1.20701599121094
"RS",2006,0,1.20701599121094
"RS",2006,0,1.20701599121094
"RS",2007,0,1.20701599121094
"RS",2008,0,1.20701599121094
"RS",2009,0,1.20701599121094
"RU",1980,0,1.12507152557373
"RU",1980,0,1.12507152557373
"RU",1980,NA,NA
"RU",1980,NA,NA
"RU",1980,NA,NA
"RU",1980,NA,NA
"RU",1980,0,1.12507152557373
"RU",1980,0,1.12507152557373
"RU",1981,0,1.12507152557373
"RU",1981,0,1.12507152557373
