"iso2c","year","higher_trust","cw_surv_self_expr"
"RU",1981,0,1.12507152557373
"RU",1981,0,1.12507152557373
"RU",1981,NA,NA
"RU",1981,NA,NA
"RU",1981,NA,NA
"RU",1981,NA,NA
"RU",1982,0,1.12507152557373
"RU",1982,0,1.12507152557373
"RU",1982,0,1.12507152557373
"RU",1982,0,1.12507152557373
"RU",1982,NA,NA
"RU",1982,NA,NA
"RU",1982,NA,NA
"RU",1982,NA,NA
"RU",1983,NA,NA
"RU",1983,NA,NA
"RU",1983,NA,NA
"RU",1983,NA,NA
"RU",1983,0,1.12507152557373
"RU",1983,0,1.12507152557373
"RU",1983,0,1.12507152557373
"RU",1983,0,1.12507152557373
"RU",1984,0,1.12507152557373
"RU",1984,0,1.12507152557373
"RU",1984,0,1.12507152557373
"RU",1984,0,1.12507152557373
"RU",1984,NA,NA
"RU",1984,NA,NA
"RU",1984,NA,NA
"RU",1984,NA,NA
"RU",1985,0,1.12507152557373
"RU",1985,0,1.12507152557373
"RU",1985,0,1.12507152557373
"RU",1985,0,1.12507152557373
"RU",1985,NA,NA
"RU",1985,NA,NA
"RU",1985,NA,NA
"RU",1985,NA,NA
"RU",1986,NA,NA
"RU",1986,NA,NA
"RU",1986,0,1.12507152557373
"RU",1986,0,1.12507152557373
"RU",1986,0,1.12507152557373
"RU",1986,0,1.12507152557373
"RU",1986,NA,NA
"RU",1986,NA,NA
"RU",1987,NA,NA
"RU",1987,NA,NA
"RU",1987,NA,NA
"RU",1987,NA,NA
"RU",1987,0,1.12507152557373
"RU",1987,0,1.12507152557373
"RU",1987,0,1.12507152557373
"RU",1987,0,1.12507152557373
"RU",1988,0,1.12507152557373
"RU",1988,0,1.12507152557373
"RU",1988,NA,NA
"RU",1988,NA,NA
"RU",1988,NA,NA
"RU",1988,NA,NA
"RU",1988,0,1.12507152557373
"RU",1988,0,1.12507152557373
"RU",1989,0,1.12507152557373
"RU",1989,0,1.12507152557373
"RU",1989,NA,NA
"RU",1989,NA,NA
"RU",1989,NA,NA
"RU",1989,NA,NA
"RU",1989,0,1.12507152557373
"RU",1989,0,1.12507152557373
"RU",1990,0,1.12507152557373
"RU",1990,0,1.12507152557373
"RU",1990,0,1.12507152557373
"RU",1990,0,1.12507152557373
"RU",1990,NA,NA
"RU",1990,NA,NA
"RU",1990,NA,NA
"RU",1990,NA,NA
"RU",1991,NA,NA
"RU",1991,NA,NA
"RU",1991,0,1.12507152557373
"RU",1991,0,1.12507152557373
"RU",1991,0,1.12507152557373
"RU",1991,0,1.12507152557373
"RU",1991,NA,NA
"RU",1991,NA,NA
"RU",1992,0,1.12507152557373
"RU",1992,0,1.12507152557373
"RU",1992,0,1.12507152557373
"RU",1992,0,1.12507152557373
"RU",1992,0,1.12507152557373
"RU",1992,0,1.12507152557373
"RU",1992,0,1.12507152557373
"RU",1992,0,1.12507152557373
"RU",1993,0,1.12507152557373
"RU",1993,0,1.12507152557373
"RU",1993,0,1.12507152557373
"RU",1993,0,1.12507152557373
"RU",1994,0,1.12507152557373
"RU",1994,0,1.12507152557373
"RU",1994,0,1.12507152557373
"RU",1994,0,1.12507152557373
"RU",1994,0,1.12507152557373
"RU",1994,0,1.12507152557373
"RU",1994,0,1.12507152557373
"RU",1994,0,1.12507152557373
"RU",1995,0,1.12507152557373
"RU",1995,0,1.12507152557373
"RU",1995,0,1.12507152557373
"RU",1995,0,1.12507152557373
"RU",1995,0,1.12507152557373
"RU",1995,0,1.12507152557373
"RU",1995,0,1.12507152557373
"RU",1995,0,1.12507152557373
"RU",1996,0,1.12507152557373
"RU",1996,0,1.12507152557373
"RU",1996,0,1.12507152557373
"RU",1996,0,1.12507152557373
"RU",1997,0,1.12507152557373
"RU",1998,0,1.12507152557373
"RU",1999,NA,NA
"RU",1999,NA,NA
"RU",1999,NA,NA
"RU",2000,NA,NA
"RU",2001,NA,NA
"RU",2001,NA,NA
"RU",2002,NA,NA
"RU",2003,NA,NA
"RU",2004,NA,NA
"RU",2005,0,1.14544296264648
"RU",2005,0,1.14544296264648
"RU",2006,0,1.14544296264648
"RU",2007,0,1.14544296264648
"RU",2008,0,1.14544296264648
"RU",2009,0,1.14544296264648
"RW",1980,NA,NA
"RW",1981,NA,NA
"RW",1982,NA,NA
"RW",1983,NA,NA
"RW",1984,NA,NA
"RW",1985,NA,NA
"RW",1986,NA,NA
"RW",1987,NA,NA
"RW",1988,NA,NA
"RW",1989,NA,NA
"RW",1990,NA,NA
"RW",1991,NA,NA
"RW",1992,NA,NA
"RW",1993,NA,NA
"RW",1994,NA,NA
"RW",1995,NA,NA
"RW",1996,NA,NA
"RW",1997,NA,NA
"RW",1998,NA,NA
"RW",1999,NA,NA
"RW",2000,NA,NA
"RW",2001,NA,NA
"RW",2002,NA,NA
"RW",2003,NA,NA
"RW",2004,NA,NA
"RW",2005,0,1.23199367523193
"RW",2006,0,1.23199367523193
"RW",2007,0,1.23199367523193
"RW",2008,0,1.23199367523193
"RW",2009,0,1.23199367523193
"SA",1980,NA,NA
"SA",1981,NA,NA
"SA",1982,NA,NA
"SA",1983,NA,NA
"SA",1984,NA,NA
"SA",1985,NA,NA
"SA",1986,NA,NA
"SA",1987,NA,NA
"SA",1988,NA,NA
"SA",1989,NA,NA
"SA",1990,NA,NA
"SA",1991,NA,NA
"SA",1992,NA,NA
"SA",1993,NA,NA
"SA",1994,NA,NA
"SA",1995,NA,NA
"SA",1996,NA,NA
"SA",1997,NA,NA
"SA",1998,NA,NA
"SA",1999,1,NA
"SA",2000,1,NA
"SA",2001,1,NA
"SA",2002,1,NA
"SA",2003,1,NA
"SA",2004,1,NA
"SA",2005,NA,NA
"SA",2006,NA,NA
"SA",2007,NA,NA
"SA",2008,NA,NA
"SA",2009,NA,NA
"SB",1980,NA,NA
"SB",1981,NA,NA
"SB",1982,NA,NA
"SB",1983,NA,NA
"SB",1984,NA,NA
"SB",1985,NA,NA
"SB",1986,NA,NA
"SB",1987,NA,NA
"SB",1988,NA,NA
"SB",1989,NA,NA
"SB",1990,NA,NA
"SB",1991,NA,NA
"SB",1992,NA,NA
"SB",1993,NA,NA
"SB",1994,NA,NA
"SB",1995,NA,NA
"SB",1996,NA,NA
"SB",1997,NA,NA
"SB",1998,NA,NA
"SB",1999,NA,NA
"SB",2000,NA,NA
"SB",2001,NA,NA
"SB",2002,NA,NA
"SB",2003,NA,NA
"SB",2004,NA,NA
"SB",2005,NA,NA
"SB",2006,NA,NA
"SB",2007,NA,NA
"SB",2008,NA,NA
"SB",2009,NA,NA
"SC",1980,NA,NA
"SC",1981,NA,NA
"SC",1982,NA,NA
"SC",1983,NA,NA
"SC",1984,NA,NA
"SC",1985,NA,NA
"SC",1986,NA,NA
"SC",1987,NA,NA
"SC",1988,NA,NA
"SC",1989,NA,NA
"SC",1990,NA,NA
"SC",1991,NA,NA
"SC",1992,NA,NA
"SC",1993,NA,NA
"SC",1994,NA,NA
"SC",1995,NA,NA
"SC",1996,NA,NA
"SC",1997,NA,NA
"SC",1998,NA,NA
"SC",1999,NA,NA
"SC",2000,NA,NA
"SC",2001,NA,NA
"SC",2002,NA,NA
"SC",2003,NA,NA
"SC",2004,NA,NA
"SC",2005,NA,NA
"SC",2006,NA,NA
"SC",2007,NA,NA
"SC",2008,NA,NA
"SD",1980,NA,NA
"SD",1981,NA,NA
"SD",1982,NA,NA
"SD",1983,NA,NA
"SD",1984,NA,NA
"SD",1985,NA,NA
"SD",1986,NA,NA
"SD",1987,NA,NA
"SD",1988,NA,NA
"SD",1989,NA,NA
"SD",1990,NA,NA
"SD",1991,NA,NA
"SD",1992,NA,NA
"SD",1993,NA,NA
"SD",1994,NA,NA
"SD",1995,NA,NA
"SD",1996,NA,NA
"SD",1997,NA,NA
"SD",1998,NA,NA
"SD",1999,NA,NA
"SD",2000,NA,NA
"SD",2001,NA,NA
"SD",2002,NA,NA
"SD",2003,NA,NA
"SD",2004,NA,NA
"SD",2005,NA,NA
"SD",2006,NA,NA
"SD",2007,NA,NA
"SD",2008,NA,NA
"SD",2009,NA,NA
"SE",1980,1,1.30547368526459
"SE",1981,1,1.30547368526459
"SE",1982,1,1.30547368526459
"SE",1983,1,1.30547368526459
"SE",1984,1,1.30547368526459
"SE",1985,1,1.30547368526459
"SE",1986,1,1.30547368526459
"SE",1987,1,1.30547368526459
"SE",1988,1,1.30547368526459
"SE",1989,1,1.30547368526459
"SE",1990,1,1.30547368526459
"SE",1991,1,1.30547368526459
"SE",1992,1,1.30547368526459
"SE",1993,1,1.30547368526459
"SE",1994,1,1.30547368526459
"SE",1995,1,1.30547368526459
"SE",1996,1,1.30547368526459
"SE",1997,1,1.30547368526459
"SE",1998,1,1.30547368526459
"SE",1999,1,1.21277141571045
"SE",2000,1,1.21277141571045
"SE",2001,1,1.21277141571045
"SE",2002,1,1.21277141571045
"SE",2003,1,1.21277141571045
"SE",2004,1,1.21277141571045
"SE",2005,1,1.19339501857758
"SE",2006,1,1.19339501857758
"SE",2007,1,1.19339501857758
"SE",2008,1,1.19339501857758
"SE",2009,1,1.19339501857758
"SG",1980,NA,NA
"SG",1981,NA,NA
"SG",1982,NA,NA
"SG",1983,NA,NA
"SG",1984,NA,NA
"SG",1985,NA,NA
"SG",1986,NA,NA
"SG",1987,NA,NA
"SG",1988,NA,NA
"SG",1989,NA,NA
"SG",1990,NA,NA
"SG",1991,NA,NA
"SG",1992,NA,NA
"SG",1993,NA,NA
"SG",1994,NA,NA
"SG",1995,NA,NA
"SG",1996,NA,NA
"SG",1997,NA,NA
"SG",1998,NA,NA
"SG",1999,0,1.26873672008514
"SG",2000,0,1.26873672008514
"SG",2001,0,1.26873672008514
"SG",2002,0,1.26873672008514
"SG",2003,0,1.26873672008514
"SG",2004,0,1.26873672008514
"SG",2005,NA,NA
"SG",2006,NA,NA
"SG",2007,NA,NA
"SG",2008,NA,NA
"SG",2009,NA,NA
"SI",1991,0,1.30021739006042
"SI",1992,0,1.30021739006042
"SI",1993,0,1.30021739006042
"SI",1994,0,1.30021739006042
"SI",1995,0,1.30021739006042
"SI",1996,0,1.30021739006042
"SI",1997,0,1.30021739006042
"SI",1998,0,1.30021739006042
"SI",1999,NA,NA
"SI",2000,NA,NA
"SI",2001,NA,NA
"SI",2002,NA,NA
"SI",2003,NA,NA
"SI",2004,NA,NA
"SI",2005,0,1.31865584850311
"SI",2006,0,1.31865584850311
"SI",2007,0,1.31865584850311
"SI",2008,0,1.31865584850311
"SI",2009,0,1.31865584850311
"SK",1993,0,1.30521392822266
"SK",1994,0,1.30521392822266
"SK",1995,0,1.30521392822266
"SK",1996,0,1.30521392822266
"SK",1997,0,1.30521392822266
"SK",1998,0,1.30521392822266
"SK",1999,NA,NA
"SK",2000,NA,NA
"SK",2001,NA,NA
"SK",2002,NA,NA
"SK",2003,NA,NA
"SK",2004,NA,NA
"SK",2005,NA,NA
"SK",2006,NA,NA
"SK",2007,NA,NA
"SK",2008,NA,NA
"SK",2009,NA,NA
"SL",1980,NA,NA
"SL",1981,NA,NA
"SL",1982,NA,NA
"SL",1983,NA,NA
"SL",1984,NA,NA
"SL",1985,NA,NA
"SL",1986,NA,NA
"SL",1987,NA,NA
"SL",1988,NA,NA
"SL",1989,NA,NA
"SL",1990,NA,NA
"SL",1991,NA,NA
"SL",1992,NA,NA
"SL",1993,NA,NA
"SL",1994,NA,NA
"SL",1995,NA,NA
"SL",1996,NA,NA
"SL",1997,NA,NA
"SL",1998,NA,NA
"SL",1999,NA,NA
"SL",2000,NA,NA
"SL",2001,NA,NA
"SL",2002,NA,NA
"SL",2003,NA,NA
"SL",2004,NA,NA
"SL",2005,NA,NA
"SL",2006,NA,NA
"SL",2007,NA,NA
"SL",2008,NA,NA
"SL",2009,NA,NA
"SM",1992,NA,NA
"SM",1993,NA,NA
"SM",1994,NA,NA
"SM",1995,NA,NA
"SM",1996,NA,NA
"SM",1997,NA,NA
"SM",1998,NA,NA
"SM",1999,NA,NA
"SM",2000,NA,NA
"SM",2001,NA,NA
"SM",2002,NA,NA
"SM",2003,NA,NA
"SM",2004,NA,NA
"SM",2005,NA,NA
"SM",2006,NA,NA
"SM",2007,NA,NA
"SM",2008,NA,NA
"SN",1980,NA,NA
"SN",1981,NA,NA
"SN",1982,NA,NA
"SN",1983,NA,NA
"SN",1984,NA,NA
"SN",1985,NA,NA
"SN",1986,NA,NA
"SN",1987,NA,NA
"SN",1988,NA,NA
"SN",1989,NA,NA
"SN",1990,NA,NA
"SN",1991,NA,NA
"SN",1992,NA,NA
"SN",1993,NA,NA
"SN",1994,NA,NA
"SN",1995,NA,NA
"SN",1996,NA,NA
"SN",1997,NA,NA
"SN",1998,NA,NA
"SN",1999,NA,NA
"SN",2000,NA,NA
"SN",2001,NA,NA
"SN",2002,NA,NA
"SN",2003,NA,NA
"SN",2004,NA,NA
"SN",2005,NA,NA
"SN",2006,NA,NA
"SN",2007,NA,NA
"SN",2008,NA,NA
"SN",2009,NA,NA
"SO",1980,NA,NA
"SO",1981,NA,NA
"SO",1982,NA,NA
"SO",1983,NA,NA
"SO",1984,NA,NA
"SO",1985,NA,NA
"SO",1986,NA,NA
"SO",1987,NA,NA
"SO",1988,NA,NA
"SO",1989,NA,NA
"SO",1990,NA,NA
"SO",1991,NA,NA
"SO",1992,NA,NA
"SO",1993,NA,NA
"SO",1994,NA,NA
"SO",1995,NA,NA
"SO",1996,NA,NA
"SO",1997,NA,NA
"SO",1998,NA,NA
"SO",1999,NA,NA
"SO",2000,NA,NA
"SO",2001,NA,NA
"SO",2002,NA,NA
"SO",2003,NA,NA
"SO",2004,NA,NA
"SO",2005,NA,NA
"SO",2006,NA,NA
"SO",2007,NA,NA
"SO",2008,NA,NA
"SO",2009,NA,NA
"SR",1980,NA,NA
"SR",1981,NA,NA
"SR",1982,NA,NA
"SR",1983,NA,NA
"SR",1984,NA,NA
"SR",1985,NA,NA
"SR",1986,NA,NA
"SR",1987,NA,NA
"SR",1988,NA,NA
"SR",1989,NA,NA
"SR",1990,NA,NA
"SR",1991,NA,NA
"SR",1992,NA,NA
"SR",1993,NA,NA
"SR",1994,NA,NA
"SR",1995,NA,NA
"SR",1996,NA,NA
"SR",1997,NA,NA
"SR",1998,NA,NA
"SR",1999,NA,NA
"SR",2000,NA,NA
"SR",2001,NA,NA
"SR",2002,NA,NA
"SR",2003,NA,NA
"SR",2004,NA,NA
"SR",2005,NA,NA
"SR",2006,NA,NA
"SR",2007,NA,NA
"SR",2008,NA,NA
"ST",1980,NA,NA
"ST",1981,NA,NA
"ST",1982,NA,NA
"ST",1983,NA,NA
"ST",1984,NA,NA
"ST",1985,NA,NA
"ST",1986,NA,NA
"ST",1987,NA,NA
"ST",1988,NA,NA
"ST",1989,NA,NA
"ST",1990,NA,NA
"ST",1991,NA,NA
"ST",1992,NA,NA
"ST",1993,NA,NA
"ST",1994,NA,NA
"ST",1995,NA,NA
"ST",1996,NA,NA
"ST",1997,NA,NA
"ST",1998,NA,NA
"ST",1999,NA,NA
"ST",2000,NA,NA
"ST",2001,NA,NA
"ST",2002,NA,NA
"ST",2003,NA,NA
"ST",2004,NA,NA
"ST",2005,NA,NA
"ST",2006,NA,NA
"ST",2007,NA,NA
"ST",2008,NA,NA
"SV",1980,0,NA
"SV",1981,0,NA
"SV",1982,0,NA
"SV",1983,0,NA
"SV",1984,0,NA
"SV",1985,0,NA
"SV",1986,0,NA
"SV",1987,0,NA
"SV",1988,0,NA
"SV",1989,0,NA
"SV",1990,0,NA
"SV",1991,0,NA
"SV",1992,0,NA
"SV",1993,0,NA
"SV",1994,0,NA
"SV",1995,0,NA
"SV",1996,0,NA
"SV",1997,0,NA
"SV",1998,0,NA
"SV",1999,NA,NA
"SV",2000,NA,NA
"SV",2001,NA,NA
"SV",2002,NA,NA
"SV",2003,NA,NA
"SV",2004,NA,NA
"SV",2005,NA,NA
"SV",2006,NA,NA
"SV",2007,NA,NA
"SV",2008,NA,NA
"SV",2009,NA,NA
"SY",1980,NA,NA
"SY",1981,NA,NA
"SY",1982,NA,NA
"SY",1983,NA,NA
"SY",1984,NA,NA
"SY",1985,NA,NA
"SY",1986,NA,NA
"SY",1987,NA,NA
"SY",1988,NA,NA
"SY",1989,NA,NA
"SY",1990,NA,NA
"SY",1991,NA,NA
"SY",1992,NA,NA
"SY",1993,NA,NA
"SY",1994,NA,NA
"SY",1995,NA,NA
"SY",1996,NA,NA
"SY",1997,NA,NA
"SY",1998,NA,NA
"SY",1999,NA,NA
"SY",2000,NA,NA
"SY",2001,NA,NA
"SY",2002,NA,NA
"SY",2003,NA,NA
"SY",2004,NA,NA
"SY",2005,NA,NA
"SY",2006,NA,NA
"SY",2007,NA,NA
"SY",2008,NA,NA
"SY",2009,NA,NA
"SZ",1980,NA,NA
"SZ",1981,NA,NA
"SZ",1982,NA,NA
"SZ",1983,NA,NA
"SZ",1984,NA,NA
"SZ",1985,NA,NA
"SZ",1986,NA,NA
"SZ",1987,NA,NA
"SZ",1988,NA,NA
"SZ",1989,NA,NA
"SZ",1990,NA,NA
"SZ",1991,NA,NA
"SZ",1992,NA,NA
"SZ",1993,NA,NA
"SZ",1994,NA,NA
"SZ",1995,NA,NA
"SZ",1996,NA,NA
"SZ",1997,NA,NA
"SZ",1998,NA,NA
"SZ",1999,NA,NA
"SZ",2000,NA,NA
"SZ",2001,NA,NA
"SZ",2002,NA,NA
"SZ",2003,NA,NA
"SZ",2004,NA,NA
"SZ",2005,NA,NA
"SZ",2006,NA,NA
"SZ",2007,NA,NA
"SZ",2008,NA,NA
"SZ",2009,NA,NA
"TD",1980,NA,NA
"TD",1981,NA,NA
"TD",1982,NA,NA
"TD",1983,NA,NA
"TD",1984,NA,NA
"TD",1985,NA,NA
"TD",1986,NA,NA
"TD",1987,NA,NA
"TD",1988,NA,NA
"TD",1989,NA,NA
"TD",1990,NA,NA
"TD",1991,NA,NA
"TD",1992,NA,NA
"TD",1993,NA,NA
"TD",1994,NA,NA
"TD",1995,NA,NA
"TD",1996,NA,NA
"TD",1997,NA,NA
"TD",1998,NA,NA
"TD",1999,NA,NA
"TD",2000,NA,NA
"TD",2001,NA,NA
"TD",2002,NA,NA
"TD",2003,NA,NA
"TD",2004,NA,NA
"TD",2005,NA,NA
"TD",2006,NA,NA
"TD",2007,NA,NA
"TD",2008,NA,NA
"TD",2009,NA,NA
"TG",1980,NA,NA
"TG",1981,NA,NA
"TG",1982,NA,NA
"TG",1983,NA,NA
"TG",1984,NA,NA
"TG",1985,NA,NA
"TG",1986,NA,NA
"TG",1987,NA,NA
"TG",1988,NA,NA
"TG",1989,NA,NA
"TG",1990,NA,NA
"TG",1991,NA,NA
"TG",1992,NA,NA
"TG",1993,NA,NA
"TG",1994,NA,NA
"TG",1995,NA,NA
"TG",1996,NA,NA
"TG",1997,NA,NA
"TG",1998,NA,NA
"TG",1999,NA,NA
"TG",2000,NA,NA
"TG",2001,NA,NA
"TG",2002,NA,NA
"TG",2003,NA,NA
"TG",2004,NA,NA
"TG",2005,NA,NA
"TG",2006,NA,NA
"TG",2007,NA,NA
"TG",2008,NA,NA
"TG",2009,NA,NA
"TH",1980,NA,NA
"TH",1981,NA,NA
"TH",1982,NA,NA
"TH",1983,NA,NA
"TH",1984,NA,NA
"TH",1985,NA,NA
"TH",1986,NA,NA
"TH",1987,NA,NA
"TH",1988,NA,NA
"TH",1989,NA,NA
"TH",1990,NA,NA
"TH",1991,NA,NA
"TH",1992,NA,NA
"TH",1992,NA,NA
"TH",1993,NA,NA
"TH",1994,NA,NA
"TH",1995,NA,NA
"TH",1996,NA,NA
"TH",1997,NA,NA
"TH",1998,NA,NA
"TH",1999,NA,NA
"TH",2000,NA,NA
"TH",2001,NA,NA
"TH",2002,NA,NA
"TH",2003,NA,NA
"TH",2004,NA,NA
"TH",2005,1,1.19414925575256
"TH",2006,1,1.19414925575256
"TH",2007,1,1.19414925575256
"TH",2008,1,1.19414925575256
"TH",2009,1,1.19414925575256
"TJ",1991,NA,NA
"TJ",1992,NA,NA
"TJ",1993,NA,NA
"TJ",1994,NA,NA
"TJ",1995,NA,NA
"TJ",1996,NA,NA
"TJ",1997,NA,NA
"TJ",1998,NA,NA
"TJ",1999,NA,NA
"TJ",2000,NA,NA
"TJ",2001,NA,NA
"TJ",2002,NA,NA
"TJ",2003,NA,NA
"TJ",2004,NA,NA
"TJ",2005,NA,NA
"TJ",2006,NA,NA
"TJ",2007,NA,NA
"TJ",2008,NA,NA
"TJ",2009,NA,NA
"TL",2002,NA,NA
"TL",2003,NA,NA
"TL",2004,NA,NA
"TL",2005,NA,NA
"TL",2006,NA,NA
"TL",2007,NA,NA
"TL",2008,NA,NA
"TL",2009,NA,NA
"TM",1991,NA,NA
"TM",1992,NA,NA
"TM",1993,NA,NA
"TM",1994,NA,NA
"TM",1995,NA,NA
"TM",1996,NA,NA
"TM",1997,NA,NA
"TM",1998,NA,NA
"TM",1999,NA,NA
"TM",2000,NA,NA
"TM",2001,NA,NA
"TM",2002,NA,NA
"TM",2003,NA,NA
"TM",2004,NA,NA
"TM",2005,NA,NA
"TM",2006,NA,NA
"TM",2007,NA,NA
"TM",2008,NA,NA
"TM",2009,NA,NA
"TN",1980,NA,NA
"TN",1981,NA,NA
"TN",1982,NA,NA
"TN",1983,NA,NA
"TN",1984,NA,NA
"TN",1985,NA,NA
"TN",1986,NA,NA
"TN",1987,NA,NA
"TN",1988,NA,NA
"TN",1989,NA,NA
"TN",1990,NA,NA
"TN",1991,NA,NA
"TN",1992,NA,NA
"TN",1993,NA,NA
"TN",1994,NA,NA
"TN",1995,NA,NA
"TN",1996,NA,NA
"TN",1997,NA,NA
"TN",1998,NA,NA
"TN",1999,NA,NA
"TN",2000,NA,NA
"TN",2001,NA,NA
"TN",2002,NA,NA
"TN",2003,NA,NA
"TN",2004,NA,NA
"TN",2005,NA,NA
"TN",2006,NA,NA
"TN",2007,NA,NA
"TN",2008,NA,NA
"TN",2009,NA,NA
"TO",1980,NA,NA
"TO",1981,NA,NA
"TO",1982,NA,NA
"TO",1983,NA,NA
"TO",1984,NA,NA
"TO",1985,NA,NA
"TO",1986,NA,NA
"TO",1987,NA,NA
"TO",1988,NA,NA
"TO",1989,NA,NA
"TO",1990,NA,NA
"TO",1991,NA,NA
"TO",1992,NA,NA
"TO",1993,NA,NA
"TO",1994,NA,NA
"TO",1995,NA,NA
"TO",1996,NA,NA
"TO",1997,NA,NA
"TO",1998,NA,NA
"TO",1999,NA,NA
"TO",2000,NA,NA
"TO",2001,NA,NA
"TO",2002,NA,NA
"TO",2003,NA,NA
"TO",2004,NA,NA
"TO",2005,NA,NA
"TO",2006,NA,NA
"TO",2007,NA,NA
"TO",2008,NA,NA
"TR",1980,0,NA
"TR",1981,0,NA
"TR",1982,0,NA
"TR",1983,0,NA
"TR",1984,0,NA
"TR",1985,0,NA
"TR",1986,0,NA
"TR",1987,0,NA
"TR",1988,0,NA
"TR",1989,0,NA
"TR",1990,0,NA
"TR",1991,0,NA
"TR",1992,0,NA
"TR",1993,0,NA
"TR",1994,0,NA
"TR",1995,0,NA
"TR",1996,0,NA
"TR",1997,0,NA
"TR",1998,0,NA
"TR",1999,0,NA
"TR",2000,0,NA
"TR",2001,0,NA
"TR",2002,0,NA
"TR",2003,0,NA
"TR",2004,0,NA
"TR",2005,0,1.31922960281372
"TR",2006,0,1.31922960281372
"TR",2007,0,1.31922960281372
"TR",2008,0,1.31922960281372
"TR",2009,0,1.31922960281372
"TR",2010,0,1.31922960281372
"TT",1980,NA,NA
"TT",1981,NA,NA
"TT",1982,NA,NA
"TT",1983,NA,NA
"TT",1984,NA,NA
"TT",1985,NA,NA
"TT",1986,NA,NA
"TT",1987,NA,NA
"TT",1988,NA,NA
"TT",1989,NA,NA
"TT",1990,NA,NA
"TT",1991,NA,NA
"TT",1992,NA,NA
"TT",1993,NA,NA
"TT",1994,NA,NA
"TT",1995,NA,NA
"TT",1996,NA,NA
"TT",1997,NA,NA
"TT",1998,NA,NA
"TT",1999,NA,NA
"TT",2000,NA,NA
"TT",2001,NA,NA
"TT",2002,NA,NA
"TT",2003,NA,NA
"TT",2004,NA,NA
"TT",2005,0,1.3240647315979
"TT",2006,0,1.3240647315979
"TT",2007,0,1.3240647315979
"TT",2008,0,1.3240647315979
"TT",2009,0,1.3240647315979
"TV",1980,NA,NA
"TV",1981,NA,NA
"TV",1982,NA,NA
"TV",1983,NA,NA
"TV",1984,NA,NA
"TV",1985,NA,NA
"TV",1986,NA,NA
"TV",1987,NA,NA
"TV",1988,NA,NA
"TV",1989,NA,NA
"TV",1990,NA,NA
"TV",1991,NA,NA
"TV",1992,NA,NA
"TV",1993,NA,NA
"TV",1994,NA,NA
"TV",1995,NA,NA
"TV",1996,NA,NA
"TV",1997,NA,NA
"TV",1998,NA,NA
"TV",1999,NA,NA
"TV",2000,NA,NA
"TV",2001,NA,NA
"TV",2002,NA,NA
"TV",2003,NA,NA
"TV",2004,NA,NA
"TV",2005,NA,NA
"TV",2006,NA,NA
"TV",2007,NA,NA
"TV",2008,NA,NA
"TW",1980,0,1.10940837860107
"TW",1981,0,1.10940837860107
"TW",1982,0,1.10940837860107
"TW",1983,0,1.10940837860107
"TW",1984,0,1.10940837860107
"TW",1985,0,1.10940837860107
"TW",1986,0,1.10940837860107
"TW",1987,0,1.10940837860107
"TW",1988,0,1.10940837860107
"TW",1989,0,1.10940837860107
"TW",1990,0,1.10940837860107
"TW",1991,0,1.10940837860107
"TW",1992,0,1.10940837860107
"TW",1993,0,1.10940837860107
"TW",1993,0,1.10940837860107
"TW",1994,0,1.10940837860107
"TW",1995,0,1.10940837860107
"TW",1995,0,1.10940837860107
"TW",1996,0,1.10940837860107
"TW",1997,0,1.10940837860107
"TW",1998,0,1.10940837860107
"TW",1999,NA,NA
"TW",2000,NA,NA
"TW",2001,NA,NA
"TW",2002,NA,NA
"TW",2003,NA,NA
"TW",2004,NA,NA
"TW",2005,0,1.34899508953094
"TW",2006,0,1.34899508953094
"TW",2007,0,1.34899508953094
"TW",2007,0,1.34899508953094
"TW",2008,0,1.34899508953094
"TW",2009,0,1.34899508953094
"TW",2010,0,1.34899508953094
"TW",2010,0,1.34899508953094
"TW",2010,0,1.34899508953094
"TZ",1980,NA,NA
"TZ",1981,NA,NA
"TZ",1982,NA,NA
"TZ",1983,NA,NA
"TZ",1984,NA,NA
"TZ",1985,NA,NA
"TZ",1986,NA,NA
"TZ",1987,NA,NA
"TZ",1988,NA,NA
"TZ",1989,NA,NA
"TZ",1990,NA,NA
"TZ",1991,NA,NA
"TZ",1992,NA,NA
"TZ",1993,NA,NA
"TZ",1994,NA,NA
"TZ",1995,NA,NA
"TZ",1996,NA,NA
"TZ",1997,NA,NA
"TZ",1998,NA,NA
"TZ",1999,0,1.26799404621124
"TZ",2000,0,1.26799404621124
"TZ",2001,0,1.26799404621124
"TZ",2002,0,1.26799404621124
"TZ",2003,0,1.26799404621124
"TZ",2004,0,1.26799404621124
"TZ",2005,NA,NA
"TZ",2006,NA,NA
"TZ",2007,NA,NA
"TZ",2008,NA,NA
"TZ",2009,NA,NA
"UA",1991,0,1.29368078708649
"UA",1992,0,1.29368078708649
"UA",1993,0,1.29368078708649
"UA",1994,0,1.29368078708649
"UA",1995,0,1.29368078708649
"UA",1996,0,1.29368078708649
"UA",1997,0,1.29368078708649
"UA",1998,0,1.29368078708649
"UA",1999,NA,NA
"UA",2000,NA,NA
"UA",2001,NA,NA
"UA",2002,NA,NA
"UA",2003,NA,NA
"UA",2004,NA,NA
"UA",2005,0,1.23163020610809
"UA",2006,0,1.23163020610809
"UA",2007,0,1.23163020610809
"UA",2008,0,1.23163020610809
"UA",2009,0,1.23163020610809
"UA",2010,0,1.23163020610809
"UA",2010,0,1.23163020610809
