"country","iso2c","year","violence","violence_y_cum","maj","system","govfrac","pr","liec","single_party","disproportionality","high_prop","polity2","dem_age","durable","gini","gdp_per_capita","murder_rate","women_in_parl","immunity","ethnic_alesina","higher_trust","cw_surv_self_expr","federal","enpv","enps"
"Andorra","AD","2001",0,0,NA,NA,NA,NA,NA,NA,9.97,0,NA,NA,NA,NA,29.2988442109536,NA,14.3,NA,0.713946,NA,NA,NA,NA,NA
"Andorra","AD","2005",0,0,NA,NA,NA,NA,NA,NA,6.1,0,NA,NA,NA,NA,31.2689667449795,NA,28.6,NA,0.713946,0,1.15798282623291,NA,NA,NA
"Andorra","AD","2009",0,0,NA,NA,NA,NA,NA,NA,8.41,0,NA,NA,NA,NA,NA,1.3,35.7,NA,0.713946,0,1.15798282623291,NA,NA,NA
"Andorra","AD","2011",0,0,NA,NA,NA,NA,NA,NA,17.2,0,NA,NA,NA,NA,NA,NA,50,NA,0.713946,0,1.15798282623291,NA,2.35,1.78
"Afghanistan","AF","1980",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,0.769344584540685,NA,NA,NA,NA,NA
"Afghanistan","AF","1981",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,0.769344584540685,NA,NA,NA,NA,NA
"Afghanistan","AF","1982",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,0.769344584540685,NA,NA,NA,NA,NA
"Afghanistan","AF","1983",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,0.769344584540685,NA,NA,NA,NA,NA
"Afghanistan","AF","1984",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,0.769344584540685,NA,NA,NA,NA,NA
"Afghanistan","AF","1985",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,0.769344584540685,NA,NA,NA,NA,NA
"Afghanistan","AF","1986",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,0.769344584540685,NA,NA,NA,NA,NA
"Afghanistan","AF","1987",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,0.769344584540685,NA,NA,NA,NA,NA
"Afghanistan","AF","1988",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,3.70000004768372,1,0.769344584540685,NA,NA,NA,NA,NA
"Afghanistan","AF","1989",0,0,NA,NA,NA,NA,NA,NA,NA,NA,-8,0,0,NA,NA,NA,3.70000004768372,1,0.769344584540685,NA,NA,NA,NA,NA
"Afghanistan","AF","1990",0,0,NA,NA,NA,NA,NA,NA,NA,NA,-8,0,1,NA,NA,NA,3.70000004768372,1,0.769344584540685,NA,NA,NA,NA,NA
"Afghanistan","AF","1991",0,0,NA,NA,NA,NA,NA,NA,NA,NA,-8,0,2,NA,NA,NA,3.70000004768372,1,0.769344584540685,NA,NA,NA,NA,NA
"Afghanistan","AF","1992",0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,-88,1,0.769344584540685,NA,NA,NA,NA,NA
"Afghanistan","AF","1993",0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,0.769344584540685,NA,NA,NA,NA,NA
"Afghanistan","AF","1994",0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,0.769344584540685,NA,NA,NA,NA,NA
"Afghanistan","AF","1995",0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,0.769344584540685,NA,NA,NA,NA,NA
"Afghanistan","AF","1996",0,0,NA,NA,NA,NA,NA,NA,NA,NA,-7,0,0,NA,NA,NA,NA,1,0.769344584540685,NA,NA,NA,NA,NA
"Afghanistan","AF","1997",0,0,NA,NA,NA,NA,NA,NA,NA,NA,-7,0,1,NA,NA,NA,NA,1,0.769344584540685,NA,NA,NA,NA,NA
"Afghanistan","AF","1998",0,0,NA,NA,NA,NA,NA,NA,NA,NA,-7,0,2,NA,NA,NA,NA,1,0.769344584540685,NA,NA,NA,NA,NA
"Afghanistan","AF","1999",0,0,NA,NA,NA,NA,NA,NA,NA,NA,-7,0,3,NA,NA,NA,NA,1,0.769344584540685,NA,NA,NA,NA,NA
"Afghanistan","AF","2000",0,0,NA,NA,NA,NA,NA,NA,NA,NA,-7,0,4,NA,NA,NA,NA,1,0.769344584540685,NA,NA,NA,NA,NA
"Afghanistan","AF","2001",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,0.769344584540685,NA,NA,NA,NA,NA
"Afghanistan","AF","2002",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0.231972528453462,NA,NA,1,0.769344584540685,NA,NA,NA,NA,NA
"Afghanistan","AF","2003",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0.241621317928171,NA,NA,1,0.769344584540685,NA,NA,NA,NA,NA
"Afghanistan","AF","2004",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0.234996625088837,NA,NA,1,0.769344584540685,NA,NA,NA,NA,NA
"Afghanistan","AF","2005",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0.252407892506985,NA,27.3,1,0.769344584540685,NA,NA,NA,NA,NA
"Afghanistan","AF","2006",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0.258418692219444,NA,27.3,1,0.769344584540685,NA,NA,NA,NA,NA
"Afghanistan","AF","2007",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0.285917091367514,NA,27.7,1,0.769344584540685,NA,NA,NA,NA,NA
"Afghanistan","AF","2008",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0.288758199705311,NA,27.7,1,0.769344584540685,NA,NA,NA,NA,NA
"Afghanistan","AF","2009",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0.340931426719635,4,27.3,1,0.769344584540685,NA,NA,NA,NA,NA
"Afghanistan","AF","2010",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0.360705615156804,3.5,27.7,1,0.769344584540685,NA,NA,NA,NA,NA
"Afghanistan","AF","2011",1,1,NA,0,NA,0,7,NA,NA,NA,NA,0,0,NA,0.3734516770642,4.2,27.7,1,0.769344584540685,NA,NA,NA,NA,NA
"Afghanistan","AF","2012",0,0,NA,0,NA,0,7,NA,NA,NA,NA,0,0,NA,0.417055042346543,6.5,NA,1,0.769344584540685,NA,NA,NA,NA,NA
"Antigua and Barbuda","AG","1980",0,0,NA,NA,NA,NA,NA,NA,20.35,0,NA,NA,NA,NA,4.72085423829522,NA,NA,NA,0.164256,NA,NA,NA,NA,NA
"Antigua and Barbuda","AG","1984",0,0,NA,NA,NA,NA,NA,NA,24.97,0,NA,NA,NA,NA,5.945397357029,NA,0,NA,0.164256,NA,NA,NA,NA,NA
"Antigua and Barbuda","AG","1989",0,0,NA,NA,NA,NA,NA,NA,24.99,0,NA,NA,NA,NA,9.42704035655664,NA,0,NA,0.164256,NA,NA,NA,NA,NA
"Antigua and Barbuda","AG","1994",0,0,NA,NA,NA,NA,NA,NA,12.85,0,NA,NA,NA,NA,10.3793941346044,NA,5.30000019073486,NA,0.164256,NA,NA,NA,NA,NA
"Antigua and Barbuda","AG","1999",0,0,NA,NA,NA,NA,NA,NA,19.64,0,NA,NA,NA,NA,10.5939612896663,NA,NA,NA,0.164256,NA,NA,NA,NA,NA
"Antigua and Barbuda","AG","2004",0,0,NA,NA,NA,NA,NA,NA,17.19,0,NA,NA,NA,NA,11.5051855252744,4.9,10.5,NA,0.164256,NA,NA,NA,NA,NA
"Antigua and Barbuda","AG","2009",0,0,NA,NA,NA,NA,NA,NA,5.59,1,NA,NA,NA,NA,12.6297135630604,18.5,10.5,NA,0.164256,NA,NA,NA,NA,NA
"Albania","AL","1980",0,0,NA,NA,NA,NA,NA,NA,NA,NA,-9,0,33,NA,1.85302236308214,NA,32.4000015258789,1,0.220426,0,1.32594454288483,NA,NA,NA
"Albania","AL","1981",0,0,NA,NA,NA,NA,NA,NA,NA,NA,-9,0,34,NA,1.92063263613708,NA,32.4000015258789,1,0.220426,0,1.32594454288483,NA,NA,NA
"Albania","AL","1982",0,0,NA,NA,NA,NA,NA,NA,NA,NA,-9,0,35,NA,1.93591780029539,NA,30.3999996185303,1,0.220426,0,1.32594454288483,NA,NA,NA
"Albania","AL","1983",0,0,NA,NA,NA,NA,NA,NA,NA,NA,-9,0,36,NA,1.91623334612511,NA,30.3999996185303,1,0.220426,0,1.32594454288483,NA,NA,NA
"Albania","AL","1984",0,0,NA,NA,NA,NA,NA,NA,NA,NA,-9,0,37,NA,1.85285398181427,NA,30.3999996185303,1,0.220426,0,1.32594454288483,NA,NA,NA
"Albania","AL","1985",0,0,NA,NA,NA,NA,NA,NA,NA,NA,-9,0,38,NA,1.84746967430773,NA,30.3999996185303,1,0.220426,0,1.32594454288483,NA,NA,NA
"Albania","AL","1986",0,0,NA,NA,NA,NA,NA,NA,NA,NA,-9,0,39,NA,1.91424933962452,NA,30.3999996185303,1,0.220426,0,1.32594454288483,NA,NA,NA
"Albania","AL","1987",0,0,NA,NA,NA,NA,NA,NA,NA,NA,-9,0,40,NA,1.86161712345383,NA,28.7999992370605,1,0.220426,0,1.32594454288483,NA,NA,NA
"Albania","AL","1988",0,0,NA,NA,NA,NA,NA,NA,NA,NA,-9,0,41,NA,1.80088144860777,NA,28.7999992370605,1,0.220426,0,1.32594454288483,NA,NA,NA
"Albania","AL","1989",0,0,NA,NA,NA,NA,NA,NA,NA,NA,-9,0,42,NA,1.92556758823096,NA,28.7999992370605,1,0.220426,0,1.32594454288483,NA,NA,NA
"Albania","AL","1990",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,1.71013690966155,NA,28.7999992370605,1,0.220426,0,1.32594454288483,NA,NA,NA
"Albania","AL","1991",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,1.21140504011732,NA,3.59999990463257,1,0.220426,0,1.32594454288483,NA,NA,NA
"Albania","AL","1992",0,0,100,2,0.42852771282196,1,7,0,NA,NA,5,0,0,NA,1.13102203232742,NA,5.69999980926514,1,0.220426,0,1.32594454288483,NA,NA,NA
"Albania","AL","1993",0,0,70.714282989502,2,0.132756128907204,1,7,0,NA,NA,5,0,1,NA,1.24718688593602,NA,5.69999980926514,1,0.220426,0,1.32594454288483,NA,NA,NA
"Albania","AL","1994",0,0,70.714282989502,2,0.132756128907204,1,7,0,NA,NA,5,0,2,NA,1.3590206050298,NA,5.69999980926514,1,0.220426,0,1.32594454288483,NA,NA,NA
"Albania","AL","1995",0,0,70.714282989502,2,0.132756128907204,1,7,0,NA,NA,5,0,3,NA,1.54931099921582,6.68555175858664,5.69999980926514,1,0.220426,0,1.32594454288483,NA,NA,NA
"Albania","AL","1996",0,0,70.714282989502,2,0.132756128907204,1,7,0,NA,NA,0,0,0,NA,1.7008364105576,7.96762317768731,12.1000003814697,1,0.220426,0,1.32594454288483,NA,NA,NA
"Albania","AL","1997",0,0,89.2857134342194,2,0.0472258068621159,1,7,0,NA,NA,5,0,0,NA,1.5369335446457,49.8722145785992,NA,1,0.220426,0,1.32594454288483,NA,NA,NA
"Albania","AL","1998",0,0,75.8169949054718,2,0.237668663263321,1,7,0,NA,NA,5,0,1,NA,1.74305933107199,18.6097146607852,NA,1,0.220426,0,1.32594454288483,NA,NA,NA
"Albania","AL","1999",0,0,75.8169949054718,2,0.237668663263321,1,7,0,NA,NA,5,0,2,NA,1.93130161186098,16.1420237736862,5.2,1,0.220426,0,1.15071797370911,NA,NA,NA
"Albania","AL","2000",0,0,75.8169949054718,2,0.237668663263321,1,7,0,NA,NA,5,0,3,NA,2.08553667059788,NA,5.2,1,0.220426,0,1.15071797370911,NA,NA,NA
"Albania","AL","2001",0,0,75.8169949054718,2,0.237871065735817,1,7,0,8.12,0,5,0,4,NA,2.24967000866553,NA,5.7,1,0.220426,0,1.15071797370911,NA,NA,NA
"Albania","AL","2002",0,0,59.2857122421265,2,0.224213927984238,1,7,0,8.12,0,7,1,5,31.74,2.32453292833209,NA,5.7,1,0.220426,0,1.15071797370911,NA,NA,NA
"Albania","AL","2003",0,0,59.2857122421265,2,0.224213927984238,1,7,0,8.12,0,7,2,6,NA,2.47142202364029,NA,5.7,1,0.220426,0,1.15071797370911,NA,NA,NA
"Albania","AL","2004",0,0,59.2857122421265,2,0.224213927984238,1,7,0,8.12,0,7,3,7,NA,2.63380104288024,NA,6.4,1,0.220426,0,1.15071797370911,NA,NA,NA
"Albania","AL","2005",0,0,59.2857122421265,2,0.224213927984238,1,7,0,30.21,0,9,4,8,31.7,2.79894951687545,4.8,7.1,1,0.220426,0,1.15071797370911,NA,NA,NA
"Albania","AL","2006",0,0,55.0000011920929,2,0.450786054134369,1,7,0,30.21,0,9,5,9,NA,2.96335089131796,3,7.1,1,0.220426,0,1.15071797370911,NA,NA,NA
"Albania","AL","2007",0,0,55.0000011920929,2,0.450786054134369,1,7,0,30.21,0,9,6,10,NA,3.16716110619725,3.3,7.1,1,0.220426,0,1.15071797370911,NA,NA,NA
"Albania","AL","2008",0,0,55.0000011920929,2,0.450786054134369,1,7,0,30.21,0,9,7,11,29.98,3.43896545449737,2.9,7.1,1,0.220426,0,1.15071797370911,NA,NA,NA
"Albania","AL","2009",0,0,55.0000011920929,2,0.450786054134369,1,7,0,7.6,0,9,8,12,NA,3.58913635652998,2.7,16.4,1,0.220426,0,1.15071797370911,NA,NA,NA
"Albania","AL","2010",0,0,54.1666686534882,2,0.237429231405258,1,7,0,7.6,0,9,9,13,NA,3.7581835396157,4,16.4,1,0.220426,0,1.15071797370911,NA,NA,NA
"Albania","AL","2011",0,0,54.1666686534882,2,0.237429231405258,1,7,0,7.6,0,9,10,14,NA,3.89107721450101,4.5,15.7,1,0.220426,0,1.15071797370911,NA,NA,NA
"Albania","AL","2012",0,0,54.1666686534882,2,0.237429231405258,1,7,0,7.6,0,9,11,15,28.96,3.99328990399492,5,NA,1,0.220426,0,1.15071797370911,NA,NA,NA
"Armenia","AM","1991",0,0,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,NA,1.0216318040749,NA,3.70000004768372,0,0.127154,0,1.22981655597687,NA,NA,NA
"Armenia","AM","1992",0,0,44.8979586362839,0,0,NA,6.5,1,NA,NA,7,2,1,NA,0.605348153342542,NA,3.70000004768372,0,0.127154,0,1.22981655597687,NA,NA,NA
"Armenia","AM","1993",0,0,44.8979586362839,0,0,NA,6.5,1,NA,NA,7,3,2,NA,0.565155657508355,NA,3.70000004768372,0,0.127154,0,1.22981655597687,NA,NA,NA
"Armenia","AM","1994",0,0,44.8979586362839,0,0,NA,6.5,1,NA,NA,7,4,3,NA,0.610109919859708,NA,3.70000004768372,0,0.127154,0,1.22981655597687,NA,NA,NA
"Armenia","AM","1995",0,0,44.8979586362839,0,0,1,6.5,1,NA,NA,3,5,0,NA,0.6657183717557,3.59893806506818,6.30000019073486,0,0.127154,0,1.22981655597687,NA,NA,NA
"Armenia","AM","1996",0,0,62.9629611968994,0,0,1,7,1,NA,NA,-6,0,0,44.42,0.715813633500137,3.59373743965122,6.30000019073486,0,0.127154,0,1.22981655597687,NA,NA,NA
"Armenia","AM","1997",0,0,62.9629611968994,0,0,1,7,1,NA,NA,-6,0,1,NA,0.748018547393528,3.18995953855321,6.3,0,0.127154,0,1.22981655597687,NA,NA,NA
"Armenia","AM","1998",0,0,72.972971200943,0,0.583793044090271,1,7,0,NA,NA,5,0,0,NA,0.808990834225468,2.99121836183514,6.3,0,0.127154,0,1.22981655597687,NA,NA,NA
"Armenia","AM","1999",0,0,72.972971200943,0,0.583793044090271,1,7,0,NA,NA,5,0,1,36.01,0.840856994743294,2.91203329813009,3.1,0,0.127154,0,1.22981655597687,NA,NA,NA
"Armenia","AM","2000",0,0,51.2000024318695,0,0.245535716414452,1,7,0,NA,NA,5,0,2,NA,0.895597714551947,NA,3.1,0,0.127154,0,1.22981655597687,NA,NA,NA
"Armenia","AM","2001",0,0,51.2000024318695,0,0.245535716414452,1,7,0,NA,NA,5,0,3,35.36,0.986361482995277,NA,3.1,0,0.127154,0,1.22981655597687,NA,NA,NA
"Armenia","AM","2002",0,0,51.2000024318695,0,0.245535716414452,1,7,0,NA,NA,5,0,4,34.78,1.12117390298149,NA,3.1,0,0.127154,0,1.22981655597687,NA,NA,NA
"Armenia","AM","2003",0,0,51.2000024318695,0,0.245535716414452,1,7,0,NA,NA,5,0,5,33.03,1.28321554275408,NA,4.6,0,0.127154,0,1.22981655597687,NA,NA,NA
"Armenia","AM","2004",0,0,47.65625,0,0.615300536155701,1,7,0,NA,NA,5,0,6,37.51,1.4224036239209,2.7,5.3,0,0.127154,0,1.22981655597687,NA,NA,NA
"Armenia","AM","2005",0,0,47.65625,0,0.615300536155701,1,7,0,NA,NA,5,0,7,35.8,1.62539690429443,1.9,5.3,0,0.127154,0,1.22981655597687,NA,NA,NA
"Armenia","AM","2006",0,0,47.65625,0,0.615300536155701,1,7,0,NA,NA,5,0,8,32.49,1.84727305410176,2.6,5.3,0,0.127154,0,1.22981655597687,NA,NA,NA
"Armenia","AM","2007",0,0,47.65625,0,0.615300536155701,1,7,0,NA,NA,5,0,9,29.83,2.11041500440137,2.6,9.2,0,0.127154,0,1.22981655597687,NA,NA,NA
"Armenia","AM","2008",0,0,87.1212124824524,0,0.613119781017303,1,7,0,NA,NA,5,0,10,30.71,2.2654245360031,2.8,8.4,0,0.127154,0,1.22981655597687,NA,NA,NA
"Armenia","AM","2009",0,0,87.1212124824524,0,0.613119781017303,1,7,0,NA,NA,5,0,11,29.58,1.9509832756778,2.8,9.2,0,0.127154,0,1.22981655597687,NA,NA,NA
"Armenia","AM","2010",0,0,87.1212124824524,0,0.613119781017303,1,7,0,NA,NA,5,0,12,31.07,1.99703891197649,1.5,9.2,0,0.127154,0,1.22981655597687,NA,NA,NA
"Armenia","AM","2011",0,0,87.1212124824524,0,0.613119781017303,1,7,0,NA,NA,5,0,13,31.32,2.09045956921339,2.2,8.4,0,0.127154,0,1.22981655597687,NA,NA,NA
"Armenia","AM","2012",0,0,87.1212124824524,0,0.613119781017303,1,7,0,6.73,0,5,0,14,30.3,2.23722824531144,1.8,NA,0,0.127154,0,1.22981655597687,NA,3.33,2.74
"Angola","AO","1980",0,0,NA,NA,NA,NA,NA,NA,NA,NA,-7,0,5,NA,NA,NA,8.30000019073486,1,0.78672,NA,NA,NA,NA,NA
"Angola","AO","1981",0,0,NA,NA,NA,NA,NA,NA,NA,NA,-7,0,6,NA,NA,NA,8.30000019073486,1,0.78672,NA,NA,NA,NA,NA
"Angola","AO","1982",0,0,NA,NA,NA,NA,NA,NA,NA,NA,-7,0,7,NA,NA,NA,8.30000019073486,1,0.78672,NA,NA,NA,NA,NA
"Angola","AO","1983",0,0,NA,NA,NA,NA,NA,NA,NA,NA,-7,0,8,NA,NA,NA,8.30000019073486,1,0.78672,NA,NA,NA,NA,NA
"Angola","AO","1984",0,0,NA,NA,NA,NA,NA,NA,NA,NA,-7,0,9,NA,NA,NA,8.30000019073486,1,0.78672,NA,NA,NA,NA,NA
"Angola","AO","1985",0,0,NA,NA,NA,NA,NA,NA,NA,NA,-7,0,10,NA,1.50455151549707,NA,8.30000019073486,1,0.78672,NA,NA,NA,NA,NA
"Angola","AO","1986",0,0,NA,NA,NA,NA,NA,NA,NA,NA,-7,0,11,NA,1.50402691202671,NA,14.5,1,0.78672,NA,NA,NA,NA,NA
"Angola","AO","1987",0,0,NA,NA,NA,NA,NA,NA,NA,NA,-7,0,12,NA,1.58205012432896,NA,14.5,1,0.78672,NA,NA,NA,NA,NA
"Angola","AO","1988",0,0,NA,NA,NA,NA,NA,NA,NA,NA,-7,0,13,NA,1.63022895281413,NA,14.5,1,0.78672,NA,NA,NA,NA,NA
"Angola","AO","1989",0,0,NA,NA,NA,NA,NA,NA,NA,NA,-7,0,14,NA,1.59553805864815,NA,14.5,1,0.78672,NA,NA,NA,NA,NA
"Angola","AO","1990",0,0,NA,NA,NA,NA,NA,NA,NA,NA,-7,0,15,NA,1.54723202114646,NA,14.5,1,0.78672,NA,NA,NA,NA,NA
"Angola","AO","1991",0,0,NA,NA,NA,NA,NA,NA,NA,NA,-3,0,0,NA,1.48290555894958,NA,19,1,0.78672,NA,NA,NA,NA,NA
"Angola","AO","1992",0,0,NA,NA,NA,NA,NA,NA,3.95,1,0,0,0,NA,1.33666448978697,NA,9.5,1,0.78672,NA,NA,NA,NA,NA
"Angola","AO","1993",0,0,58.6363613605499,0,0,1,7,1,3.95,1,-1,0,0,NA,0.973814281035592,NA,9.5,1,0.78672,NA,NA,NA,NA,NA
"Angola","AO","1994",0,0,58.6363613605499,0,0,1,7,1,3.95,1,-1,0,0,NA,0.976033078394593,NA,9.5,1,0.78672,NA,NA,NA,NA,NA
"Angola","AO","1995",0,0,58.6363613605499,0,0,1,7,1,3.95,1,-2,0,0,NA,1.0453592717203,NA,9.5,1,0.78672,NA,NA,NA,NA,NA
"Angola","AO","1996",0,0,58.8235318660736,0,0,1,7,1,3.95,1,-2,0,0,NA,1.1300463075933,NA,9.5,1,0.78672,NA,NA,NA,NA,NA
"Angola","AO","1997",0,0,59.0090095996857,0,0,1,7,1,3.95,1,-3,0,0,NA,1.18696306888831,NA,9.5,1,0.78672,NA,NA,NA,NA,NA
"Angola","AO","1998",0,0,NA,NA,NA,NA,NA,NA,3.95,1,-3,0,1,NA,1.23433026759253,NA,15.5,1,0.78672,NA,NA,NA,NA,NA
"Angola","AO","1999",0,0,NA,NA,NA,NA,NA,NA,3.95,1,-3,0,2,NA,1.23913178922485,NA,15.5,1,0.78672,NA,NA,NA,NA,NA
"Angola","AO","2000",0,0,NA,NA,NA,NA,NA,NA,3.95,1,-3,0,3,58.64,1.23847649605638,NA,15.5,1,0.78672,NA,NA,NA,NA,NA
"Angola","AO","2001",0,0,NA,NA,NA,NA,NA,NA,3.95,1,-3,0,4,NA,1.24944593994776,NA,15.5,1,0.78672,NA,NA,NA,NA,NA
"Angola","AO","2002",0,0,NA,NA,NA,NA,NA,NA,3.95,1,-2,0,5,NA,1.37425251506865,NA,15.5,1,0.78672,NA,NA,NA,NA,NA
"Angola","AO","2003",0,0,NA,NA,NA,NA,NA,NA,3.95,1,-2,0,6,NA,1.39623566602413,NA,15.5,1,0.78672,NA,NA,NA,NA,NA
"Angola","AO","2004",0,0,NA,NA,NA,NA,NA,NA,3.95,1,-2,0,7,NA,1.49429729694783,NA,15,1,0.78672,NA,NA,NA,NA,NA
"Angola","AO","2005",0,0,NA,NA,NA,NA,NA,NA,3.95,1,-2,0,8,NA,1.70654362145176,NA,15,1,0.78672,NA,NA,NA,NA,NA
"Angola","AO","2006",0,0,NA,NA,NA,NA,NA,NA,3.95,1,-2,0,9,NA,1.99084090034139,NA,15,1,0.78672,NA,NA,NA,NA,NA
"Angola","AO","2007",0,0,NA,NA,NA,NA,NA,NA,3.95,1,-2,0,10,NA,2.35927996153599,NA,15,1,0.78672,NA,NA,NA,NA,NA
"Angola","AO","2008",0,0,NA,NA,NA,NA,NA,NA,4.34,1,-2,0,11,NA,2.59705597102907,NA,37.3,1,0.78672,NA,NA,NA,NA,NA
"Angola","AO","2009",0,0,94.0909087657928,0,0.143332868814468,1,6,0,4.34,1,-2,0,12,42.66,2.57368719389668,NA,38.6,1,0.78672,NA,NA,NA,NA,NA
"Angola","AO","2010",0,0,94.0909087657928,0,0.143332868814468,1,6,0,4.34,1,-2,0,13,NA,2.57664685563283,NA,38.6,1,0.78672,NA,NA,NA,NA,NA
"Angola","AO","2011",0,0,94.0909087657928,0,0.143332868814468,1,6,0,4.34,1,-2,0,14,NA,2.59384349806836,NA,38.2,1,0.78672,NA,NA,NA,NA,NA
"Angola","AO","2012",0,0,94.0909087657928,0,0.143332868814468,1,6,0,6.41,0,-2,0,15,NA,2.64372055061847,10,NA,1,0.78672,NA,NA,NA,1.8,1.53
"Argentina","AR","1980",0,0,NA,NA,NA,NA,NA,NA,NA,NA,-9,0,4,NA,5.36061021080447,NA,NA,1,0.255,0,1.3030663728714,NA,NA,NA
"Argentina","AR","1981",0,0,NA,NA,NA,NA,NA,NA,NA,NA,-8,0,5,NA,4.97947510404482,NA,NA,1,0.255,0,1.3030663728714,NA,NA,NA
"Argentina","AR","1982",0,0,NA,NA,NA,NA,NA,NA,NA,NA,-8,0,6,NA,4.66097315369712,NA,NA,1,0.255,0,1.3030663728714,NA,NA,NA
"Argentina","AR","1983",0,0,NA,NA,NA,NA,NA,NA,4.39,1,8,1,0,NA,4.76817758067005,NA,3.90000009536743,1,0.255,0,1.3030663728714,1,2.63000011444092,2.19000005722046
"Argentina","AR","1984",0,0,50.9881436824799,0,0,1,7,1,4.39,1,8,2,1,NA,4.80006765111823,NA,3.90000009536743,1,0.255,0,1.3030663728714,1,2.63000011444092,2.19000005722046
"Argentina","AR","1985",0,0,51.1811017990112,0,0,1,7,1,8.53,0,8,3,2,NA,4.36954642694273,NA,3.90000009536743,1,0.255,0,1.3030663728714,1,4.23999977111816,3.35999989509583
"Argentina","AR","1986",0,0,50.9803950786591,0,0,1,7,1,8.53,0,8,4,3,42.79,4.64387783469908,NA,3.90000009536743,1,0.255,0,1.3030663728714,1,4.23999977111816,3.35999989509583
"Argentina","AR","1987",0,0,48.3471065759659,0,0,1,7,1,5.97,1,8,5,4,45.28,4.70896915624054,NA,4.69999980926514,1,0.255,0,1.3030663728714,1,3.14000010490417,2.63000011444092
"Argentina","AR","1988",0,0,46.0629910230637,0,0,1,7,1,5.97,1,8,6,5,NA,4.52221451066859,NA,4.69999980926514,1,0.255,0,1.3030663728714,1,3.14000010490417,2.63000011444092
"Argentina","AR","1989",0,0,46.0629910230637,0,0,1,7,1,7.55,0,7,7,6,NA,4.12376175980255,NA,6.30000019073486,1,0.255,0,1.3030663728714,1,3.34999990463257,2.71000003814697
"Argentina","AR","1990",0,0,50.7936537265778,0,0.656496047973633,1,7,0,7.55,0,7,8,7,NA,3.96876814469477,NA,6.30000019073486,1,0.255,0,1.3030663728714,1,3.34999990463257,2.71000003814697
"Argentina","AR","1991",0,0,50.7936537265778,0,0.656496047973633,1,7,0,5.33,1,7,9,8,46.76,4.41071856780338,NA,5.80000019073486,1,0.255,0,1.3030663728714,1,3.5699999332428,2.91000008583069
"Argentina","AR","1992",0,0,50.7299244403839,0,0.134501099586487,1,7,0,5.33,1,7,10,9,45.47,4.87175727826022,NA,5.80000019073486,1,0.255,0,1.3030663728714,1,3.5699999332428,2.91000008583069
"Argentina","AR","1993",0,0,51.1029422283173,0,0.134501099586487,1,7,0,6.04,0,7,11,10,44.86,5.09250908488593,NA,14.3999996185303,1,0.255,0,1.3030663728714,1,3.36999988555908,2.70000004768372
"Argentina","AR","1994",0,0,54.5454561710358,0,0,1,7,1,6.04,0,7,12,11,45.92,5.32118656067186,NA,14.3999996185303,1,0.255,0,1.3030663728714,1,3.36999988555908,2.70000004768372
"Argentina","AR","1995",0,0,54.5454561710358,0,0,1,7,1,10.91,0,7,13,12,48.9,5.10540122492841,7.81232965219497,21.7999992370605,1,0.255,0,1.3030663728714,1,3.57999992370605,2.80999994277954
"Argentina","AR","1996",0,0,53.3073902130127,0,0,1,7,1,10.91,0,7,14,13,49.52,5.3217287300261,8.50452118312994,21.7999992370605,1,0.255,0,1.3030663728714,1,3.57999992370605,2.80999994277954
