"cid","country","year","violence","violence_y_cum","UDS","DemAge","polity2","durable","system","yrsoffc","finittrm","yrcurnt","multpl","military","defmin","percent1","percentl","prtyin","execme","execrlc","execnat","execrurl","execreg","execrel","execage","allhouse","nonchief","totalseats","gov1me","gov1seat","gov1vote","gov1rlc","gov1nat","gov1rurl","gov1reg","gov1rel","gov1age","gov2me","gov2seat","gov2vote","gov2rlc","gov2nat","gov2rurl","gov2reg","gov2rel","gov2age","gov3me","gov3seat","gov3vote","gov3rlc","gov3nat","gov3rurl","gov3reg","gov3rel","gov3age","govoth","govothst","govothvt","opp1me","opp1seat","opp1vote","opp1rlc","opp1nat","opp1rurl","opp1reg","opp1rel","opp1age","opp2me","opp2seat","opp2vote","opp3me","opp3seat","opp3vote","oppoth","oppothst","oppothvt","ulprty","numul","ulvote","oppmajh","oppmajs","dateleg","dateexec","legelec","exelec","execspec","govspec","coalspec","liec","eiec","mdmh","mdms","ssh","pluralty","pr","housesys","sensys","thresh","dhondt","cl","select","fraud","auton","muni","state","author","stconst","numgov","numvote","numopp","oppvote","maj","partyage","herfgov","herfopp","herftot","frac","oppfrac","govfrac","tensys_strict","tensys","checks_lax","checks","stabs_strict","stabs","stabns_strict","stabns","tenlong_strict","tenlong","tenshort_strict","tenshort","polariz","wave_n","CWtrust","CWsurvSelfExpr","CWconfParliament","ethnicAlesina","languageAlesina","religionAlesina","legislature","elect_legislature","MajCat","singleParty","disproportionality","gini","GDPperCapita","enpv","enps","federal","immunity","higherTrust"
8,"Austria",1992,0,NA,2.00706052780151,47,10,46,"Parliamentary",6,1,2,1,0,0,-999,-999,22,"SPO",3,0,0,0,0,103,0,"-999",183,"SPO",81,41.5099983215332,3,0,0,0,0,103,"OVP",60,31.1100006103516,1,0,0,0,0,47,"NA",0,0,-999,-999,-999,-999,-999,-999,0,0,0,"FPO",33,16.1399993896484,1,1,0,0,0,36,"VGO/ALO",9,4.6399998664856,"NA",0,0,0,0,0,0,0,0,0,0,-999,-999,0,0,0,0,0,7,7,20.2999992370605,888,0.259999990463257,0,1,0,-999,4,1,1,NA,0,0,NA,"Legislature and executive locally elected",1,1,141,72.6199951171875,42,20.7799987792969,0.770491778850555,62,0.511090993881226,0.663265287876129,0.338349908590317,0.665285527706146,0.344947725534439,0.492401212453842,38,38,5,5,0,0,0,0,18,18,6,6,2,3,NA,NA,NA,0.106799997389317,0.152199998497963,0.414600014686584,1,1,3,0,2.0699999332428,26.2999992370605,24140,3.17000007629395,2.99302911758423,1,1,NA
8,"Austria",1993,0,NA,2.0011522769928,48,10,47,"Parliamentary",7,1,1,1,0,0,-999,-999,23,"SPO",3,0,0,0,0,104,0,"-999",183,"SPO",81,41.5099983215332,3,0,0,0,0,104,"OVP",60,31.1100006103516,1,0,0,0,0,48,"NA",0,0,-999,-999,-999,-999,-999,-999,0,0,0,"FPO",33,16.1399993896484,1,1,0,0,0,37,"VGO/ALO",9,4.6399998664856,"NA",0,0,0,0,0,0,0,0,0,0,-999,-999,0,0,0,0,0,7,7,20.2999992370605,888,0.259999990463257,0,1,0,-999,4,1,1,NA,0,0,NA,"Legislature and executive locally elected",1,1,141,72.6199951171875,42,20.7799987792969,0.770491778850555,63,0.511090993881226,0.663265287876129,0.338349908590317,0.665285527706146,0.344947725534439,0.492401212453842,39,39,5,5,0,0,0,0,19,19,7,7,2,3,NA,NA,NA,0.106799997389317,0.152199998497963,0.414600014686584,1,1,3,0,2.0699999332428,26.2999992370605,24210,3.17000007629395,2.99302911758423,1,1,NA
8,"Austria",1994,0,NA,2.01522731781006,49,10,48,"Parliamentary",8,1,0,1,0,0,-999,-999,24,"SPO",3,0,0,0,0,105,0,"-999",183,"SPO",81,41.5099983215332,3,0,0,0,0,105,"OVP",60,31.1100006103516,1,0,0,0,0,49,"NA",0,0,-999,-999,-999,-999,-999,-999,0,0,0,"FPO",33,16.1399993896484,1,1,0,0,0,38,"VGO/ALO",9,4.6399998664856,"NA",0,0,0,0,0,0,0,0,0,0,10,-999,1,0,0,0,0,7,7,20.2999992370605,888,0.259999990463257,0,1,0,-999,4,1,1,NA,0,0,NA,"Legislature and executive locally elected",1,1,141,72.6199951171875,42,20.7799987792969,0.770491778850555,64,0.511090993881226,0.663265287876129,0.338349908590317,0.665285527706146,0.344947725534439,0.492401212453842,40,40,5,5,0,0,0,0,20,20,8,8,2,3,NA,NA,NA,0.106799997389317,0.152199998497963,0.414600014686584,1,1,3,0,1.02999997138977,31.2999992370605,25530,3.86999988555908,3.72804188728333,1,1,NA
8,"Austria",1995,0,NA,2.00183463096619,50,10,49,"Parliamentary",9,1,0,1,0,0,-999,-999,25,"SPO",3,0,0,0,0,106,0,"-999",183,"SPO",65,34.9199981689453,3,0,0,0,0,106,"OVP",52,27.6700000762939,1,0,0,0,0,50,"NA",0,0,-999,-999,-999,-999,-999,-999,0,0,0,"FPO",42,22.5,1,1,0,0,0,39,"VGO/ALO",13,7.30999994277954,"LF",11,5.96999979019165,0,0,0,0,0,0,0,0,12,-999,1,0,0,0,0,7,7,20.2999992370605,888,0.259999990463257,0,1,0,-999,4,1,1,NA,0,0,NA,"Legislature and executive locally elected",1,1,117,62.5899963378906,66,35.7799987792969,0.639344274997711,65,0.506172835826874,0.471533507108688,0.268237322568893,0.735783338546753,0.536596715450287,0.498084276914597,41,41,5,5,0,0,0,0,21,21,9,9,2,3,NA,NA,NA,0.106799997389317,0.152199998497963,0.414600014686584,1,1,2,0,1.02999997138977,27,27490,3.58999991416931,3.49000000953674,1,1,NA
8,"Austria",1996,0,NA,1.9978688955307,51,10,50,"Parliamentary",10,1,3,1,0,0,-999,-999,26,"SPO",3,0,0,0,0,107,0,"-999",183,"SPO",71,38.7999992370605,3,0,0,0,0,107,"OVP",53,29,1,0,0,0,0,51,"NA",0,0,-999,-999,-999,-999,-999,-999,0,0,0,"FPO",40,21.8999996185303,1,1,0,0,0,40,"LF",10,5.5,"DG",9,4.90000009536743,0,0,0,0,0,0,0,0,-999,-999,0,0,0,0,0,7,7,20.2999992370605,888,0.259999990463257,0,1,0,-999,4,1,1,NA,0,0,NA,"Legislature and executive locally elected",1,1,124,67.8000030517578,59,32.2999992370605,0.677595615386963,66,0.510535895824432,0.511634588241577,0.287586957216263,0.716327369213104,0.496785491704941,0.493443489074707,42,42,5,5,0,0,0,0,22,22,10,10,2,3,NA,NA,NA,0.106799997389317,0.152199998497963,0.414600014686584,1,1,3,0,1.02999997138977,24.3999996185303,29500,3.58999991416931,3.49000000953674,1,1,NA
8,"Austria",1997,0,NA,2.00504326820374,52,10,51,"Parliamentary",11,1,2,1,0,0,-999,-999,27,"SPO",3,0,0,0,0,108,0,"-999",183,"SPO",71,38.7999992370605,3,0,0,0,0,108,"OVP",53,29,1,0,0,0,0,52,"NA",0,0,-999,-999,-999,-999,-999,-999,0,0,0,"FPO",40,21.8999996185303,1,1,0,0,0,41,"LF",10,5.5,"DG",9,4.90000009536743,0,0,0,0,0,0,0,0,-999,-999,0,0,0,0,0,7,7,20.2999992370605,888,0.259999990463257,0,1,0,-999,4,1,1,NA,0,0,NA,"Legislature and executive locally elected",1,1,124,67.8000030517578,59,32.2999992370605,0.677595615386963,67,0.510535895824432,0.511634588241577,0.287586957216263,0.716327369213104,0.496785491704941,0.493443489074707,43,43,5,5,0,0,0,0,23,23,11,11,2,3,NA,NA,NA,0.106799997389317,0.152199998497963,0.414600014686584,1,1,3,0,1.02999997138977,30.2999992370605,28810,3.58999991416931,3.49000000953674,1,1,NA
8,"Austria",1998,0,NA,2.0170886516571,53,10,52,"Parliamentary",1,1,1,1,0,0,-999,-999,28,"SPO",3,0,0,0,0,109,0,"-999",183,"SPO",71,38.7999992370605,3,0,0,0,0,109,"OVP",53,29,1,0,0,0,0,53,"NA",0,0,-999,-999,-999,-999,-999,-999,0,0,0,"FPO",40,21.8999996185303,1,1,0,0,0,42,"LF",10,5.5,"DG",9,4.90000009536743,0,0,0,0,0,0,0,0,-999,-999,0,0,0,0,0,7,7,20.2999992370605,888,0.25,0,1,0,-999,4,1,1,NA,0,0,NA,"Legislature and executive locally elected",1,1,124,67.8000030517578,59,32.2999992370605,0.677595615386963,68,0.510535895824432,0.511634588241577,0.287586957216263,0.716327369213104,0.496785491704941,0.493443489074707,44,44,5,5,0.25,0.25,0.333333343267441,0.333333343267441,24,24,1,1,2,3,NA,NA,NA,0.106799997389317,0.152199998497963,0.414600014686584,1,1,3,0,1.02999997138977,23.7000007629395,27100,3.58999991416931,3.49000000953674,1,1,NA
8,"Austria",1999,0,NA,2.0127010345459,54,10,53,"Parliamentary",2,1,0,1,0,0,-999,-999,29,"SPO",3,0,0,0,0,110,0,"-999",183,"SPO",71,38.7999992370605,3,0,0,0,0,110,"OVP",53,29,1,0,0,0,0,54,"NA",0,0,-999,-999,-999,-999,-999,-999,0,0,0,"FPO",40,21.8999996185303,1,1,0,0,0,43,"LF",10,5.5,"DG",9,4.90000009536743,0,0,0,0,0,0,0,0,10,-999,1,0,0,0,0,7,7,20.2999992370605,888,0.25,0,1,0,-999,4,1,1,NA,0,0,NA,"Legislature and executive locally elected",1,1,124,67.8000030517578,59,32.2999992370605,0.677595615386963,69,0.510535895824432,0.511634588241577,0.287586957216263,0.716327369213104,0.496785491704941,0.493443489074707,45,45,5,5,0,0,0,0,25,25,2,2,2,4,NA,NA,NA,0.106799997389317,0.152199998497963,0.414600014686584,1,1,3,0,3.52999997138977,25.1000003814697,26200,3.8199999332428,3.40716195106506,1,1,NA
8,"Austria",2000,0,NA,2.01901626586914,55,10,54,"Parliamentary",1,1,3,1,0,0,-999,-999,1,"OVP",1,0,0,0,0,55,0,"-999",183,"FPO",52,26.9099998474121,1,1,0,0,0,51,"OVP",52,26.9099998474121,1,0,0,0,0,55,"NA",0,0,-999,-999,-999,-999,-999,-999,0,0,0,"SPO",65,33.1500015258789,3,0,0,0,0,111,"GAL",14,7.40000009536743,"NA",0,0,0,0,0,0,0,0,0,0,-999,-999,0,0,0,1,1,7,7,20.2999992370605,888,0.25,0,1,0,-999,4,1,1,NA,0,0,NA,"Legislature and executive locally elected",1,1,104,53.8199996948242,79,40.5500030517578,0.568306028842926,72.3333358764648,0.5,0.708380043506622,0.293499350547791,0.710382521152496,0.295358657836914,0.504854381084442,46,46,4,4,0.5,0.5,0.666666686534882,0.666666686534882,14,14,1,1,2,4,NA,NA,NA,0.106799997389317,0.152199998497963,0.414600014686584,1,1,2,0,3.52999997138977,23.7000007629395,25840,3.8199999332428,3.40716195106506,1,1,NA
8,"Austria",2001,0,NA,2.01605725288391,56,10,55,"Parliamentary",2,1,2,1,0,0,-999,-999,2,"OVP",1,0,0,0,0,56,0,"-999",183,"FPO",52,26.9099998474121,1,1,0,0,0,52,"OVP",52,26.9099998474121,1,0,0,0,0,56,"NA",0,0,-999,-999,-999,-999,-999,-999,0,0,0,"SPO",65,33.1500015258789,3,0,0,0,0,112,"GAL",14,7.40000009536743,"NA",0,0,0,0,0,0,0,0,0,0,-999,-999,0,0,0,1,1,7,7,20.2999992370605,888,0.25,0,1,0,-999,4,1,1,NA,0,0,NA,"Legislature and executive locally elected",1,1,104,53.8199996948242,79,40.5500030517578,0.568306028842926,73.3333358764648,0.5,0.708380043506622,0.293499350547791,0.710382521152496,0.295358657836914,0.504854381084442,47,47,4,4,0,0,0,0,15,15,2,2,2,4,NA,NA,NA,0.106799997389317,0.152199998497963,0.414600014686584,1,1,2,0,3.52999997138977,23.7000007629395,24210,3.8199999332428,3.40716195106506,1,1,NA
8,"Austria",2002,0,NA,1.5634206533432,57,10,56,"Parliamentary",3,1,1,1,0,0,-999,-999,3,"OVP",1,0,0,0,0,57,0,"-999",183,"FPO",52,26.9099998474121,1,1,0,0,0,53,"OVP",52,26.9099998474121,1,0,0,0,0,57,"NA",0,0,-999,-999,-999,-999,-999,-999,0,0,0,"SPO",65,33.1500015258789,3,0,0,0,0,113,"GAL",14,7.40000009536743,"NA",0,0,0,0,0,0,0,0,0,0,11,-999,1,0,0,1,1,7,7,20.2999992370605,888,0.25,0,1,0,-999,4,1,1,NA,0,0,NA,"Legislature and executive locally elected",1,1,104,53.8199996948242,79,40.5500030517578,0.568306028842926,74.3333358764648,0.5,0.708380043506622,0.293499350547791,0.710382521152496,0.295358657836914,0.504854381084442,48,48,4,4,0,0,0,0,16,16,3,3,2,4,NA,NA,NA,0.106799997389317,0.152199998497963,0.414600014686584,1,1,2,0,1.33000004291534,23.7000007629395,23910,3.01999998092651,2.88000011444092,1,1,NA
8,"Austria",2003,0,NA,1.5644862651825,58,10,57,"Parliamentary",4,1,3,1,0,0,-999,-999,4,"OVP",1,0,0,0,0,58,0,"-999",183,"OVP",79,42.2700004577637,1,0,0,0,0,58,"FPO",18,10.0100002288818,1,1,0,0,0,54,"NA",0,0,-999,-999,-999,-999,-999,-999,0,0,0,"SPO",69,36.5099983215332,3,0,0,0,0,114,"DG",17,9.47000026702881,"NA",0,0,0,0,0,0,0,0,0,0,-999,-999,0,0,0,0,1,7,7,20.2999992370605,888,0.25,0,1,0,-999,4,1,1,NA,0,0,NA,"Legislature and executive locally elected",1,1,97,52.2799987792969,86,45.9799995422363,0.53005462884903,75.3333358764648,0.697736203670502,0.682801485061646,0.346830308437347,0.656758546829224,0.320930242538452,0.305412381887436,49,49,4,4,0,0,0,0,18,18,4,4,2,4,NA,NA,NA,0.106799997389317,0.152199998497963,0.414600014686584,1,1,2,0,1.33000004291534,27,26810,3.01999998092651,2.88000011444092,1,1,NA
8,"Austria",2004,0,NA,1.56336963176727,59,10,58,"Parliamentary",5,1,2,1,0,0,-999,-999,5,"OVP",1,0,0,0,0,59,0,"-999",183,"OVP",79,42.2700004577637,1,0,0,0,0,59,"FPO",18,10.0100002288818,1,1,0,0,0,55,"NA",0,0,-999,-999,-999,-999,-999,-999,0,0,0,"SPO",69,36.5099983215332,3,0,0,0,0,115,"DG",17,9.47000026702881,"NA",0,0,0,0,0,0,0,0,0,0,-999,-999,0,0,0,0,1,7,7,20.2999992370605,888,0.25,0,1,0,-999,4,1,1,NA,0,0,NA,"Legislature and executive locally elected",1,1,97,52.2799987792969,86,45.9799995422363,0.53005462884903,76.3333358764648,0.697736203670502,0.682801485061646,0.346830308437347,0.656758546829224,0.320930242538452,0.305412381887436,50,50,4,4,0,0,0,0,19,19,5,5,2,4,NA,NA,NA,0.106799997389317,0.152199998497963,0.414600014686584,1,1,2,0,1.33000004291534,26,32240,3.71000003814697,3.38000011444092,1,1,NA
8,"Austria",2005,0,NA,1.56537711620331,60,10,59,"Parliamentary",6,1,1,1,0,0,-999,-999,6,"OVP",1,0,0,0,0,60,0,"-999",183,"OVP",79,42.2700004577637,1,0,0,0,0,60,"FPO",18,10.0100002288818,1,1,0,0,0,56,"NA",0,0,-999,-999,-999,-999,-999,-999,0,0,0,"SPO",69,36.5099983215332,3,0,0,0,0,116,"DG",17,9.47000026702881,"NA",0,0,0,0,0,0,0,0,0,0,-999,-999,0,0,0,0,1,7,7,20.2999992370605,888,0.25,0,1,0,-999,4,1,1,NA,0,0,NA,"Legislature and executive locally elected",1,1,97,52.2799987792969,86,45.9799995422363,0.53005462884903,77.3333358764648,0.697736203670502,0.682801485061646,0.346830308437347,0.656758546829224,0.320930242538452,0.305412381887436,51,51,4,4,0,0,0,0,20,20,6,6,2,5,NA,NA,NA,0.106799997389317,0.152199998497963,0.414600014686584,1,1,2,0,1.33000004291534,26,36910,3.71000003814697,3.38000011444092,1,1,NA
8,"Austria",2006,0,NA,2.01402020454407,61,10,60,"Parliamentary",7,1,0,1,0,0,-999,-999,7,"OVP",1,0,0,0,0,61,0,"-999",183,"OVP",79,42.2700004577637,1,0,0,0,0,61,"BZO",16,10.0100002288818,1,1,0,0,0,1,"NA",0,0,-999,-999,-999,-999,-999,-999,0,0,0,"SPO",69,36.5099983215332,3,0,0,0,0,117,"DG",17,9.47000026702881,"FPO",2,NA,0,0,0,0,0,0,0,0,10,-999,1,0,0,0,1,7,7,20.2999992370605,888,0.25,0,1,0,-999,4,1,1,NA,0,0,NA,"Legislature and executive locally elected",1,1,95,52.2799987792969,88,45.9799995422363,0.519125699996948,59.6666679382324,0.719889223575592,0.65263432264328,0.344919234514236,0.658680140972137,0.351358413696289,0.283090710639954,52,52,4,4,0.25,0.25,0.333333343267441,0.333333343267441,20,20,1,1,2,5,NA,NA,NA,0.106799997389317,0.152199998497963,0.414600014686584,1,1,2,0,2.79999995231628,25,39260,3.71000003814697,3.38000011444092,1,1,NA
8,"Austria",2007,0,NA,2.00683665275574,62,10,61,"Parliamentary",1,1,3,1,0,0,-999,-999,1,"SPO",3,0,0,0,0,118,0,"-999",183,"SPO",68,35.2999992370605,3,0,0,0,0,118,"OVP",66,33.5,1,0,0,0,0,62,"NA",0,0,-999,-999,-999,-999,-999,-999,0,0,0,"FPO",21,11.210000038147,0,1,0,0,0,51,"GAL",20,10.4899997711182,"BZO",8,4.19999980926514,0,0,0,0,0,0,0,0,-999,-999,0,0,0,0,0,7,7,20.2999992370605,888,0.25,0,1,0,-999,4,1,1,NA,0,0,NA,"Legislature and executive locally elected",1,1,134,68.8000030517578,49,25.8999996185303,0.732240438461304,77,0.500111401081085,0.376926273107529,0.295171558856964,0.708701193332672,0.636054396629333,0.503647148609161,53,53,4,4,0.5,0.5,0.666666686534882,0.666666686534882,2,2,1,1,2,5,NA,NA,NA,0.106799997389317,0.152199998497963,0.414600014686584,1,1,3,0,2.79999995231628,25,42190,3.71000003814697,3.38000011444092,1,1,NA
8,"Austria",2008,0,NA,2.00647687911987,63,10,62,"Parliamentary",2,1,2,1,0,0,-999,-999,2,"SPO",3,0,0,0,0,119,0,"-999",183,"SPO",68,35.2999992370605,3,0,0,0,0,119,"OVP",66,33.5,1,0,0,0,0,63,"NA",0,0,-999,-999,-999,-999,-999,-999,0,0,0,"FPO",21,11.210000038147,0,1,0,0,0,52,"GAL",20,10.4899997711182,"BZO",8,4.19999980926514,0,0,0,0,0,0,0,0,9,-999,1,0,0,0,0,7,7,20.2999992370605,888,0.25,0,1,0,-999,4,1,1,NA,0,0,NA,"Legislature and executive locally elected",1,1,134,68.8000030517578,49,25.8999996185303,0.732240438461304,78,0.500111401081085,0.376926273107529,0.295171558856964,0.708701193332672,0.636054396629333,0.503647148609161,54,54,4,4,0,0,0,0,3,3,2,2,2,5,NA,NA,NA,0.106799997389317,0.152199998497963,0.414600014686584,1,1,3,0,2.92000007629395,25,46250,4.78999996185303,4.23999977111816,1,1,NA
8,"Austria",2009,NA,NA,NA,64,10,63,"Parliamentary",3,1,1,1,0,0,-999,-999,3,"SPO",3,0,0,0,0,120,0,"-999",183,"SPO",57,29.2600002288818,3,0,0,0,0,120,"OVP",51,25.9799995422363,1,0,0,0,0,64,"NA",0,0,-999,-999,-999,-999,-999,-999,0,0,0,"FPO",34,17.5400009155273,0,1,0,0,0,53,"BZO",21,10.6999998092651,"GAL",20,10.4300003051758,0,0,0,0,0,0,0,0,-999,-999,0,0,0,0,0,7,7,20.2999992370605,888,0.25,0,1,0,-999,4,1,1,NA,0,0,NA,"Legislature and executive locally elected",1,1,108,55.2399978637695,75,38.6700019836426,0.590163946151733,79,0.50154322385788,0.355022221803665,0.234315738081932,0.769891321659088,0.653693675994873,0.503115236759186,55,55,4,4,0,0,0,0,4,4,3,3,2,5,NA,NA,NA,0.106799997389317,0.152199998497963,0.414600014686584,1,1,2,0,2.92000007629395,25,46450,4.78999996185303,4.23999977111816,1,1,NA
NA,"Azerbaijan",1991,0,NA,-0.483589857816696,0,-3,0,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,"NA",-999,-999,-999,-999,-999,-999,NA,"-999",0,"NA",0,0,-999,-999,-999,-999,-999,-999,"NA",0,0,-999,-999,-999,-999,-999,-999,"NA",0,0,-999,-999,-999,-999,-999,-999,-999,0,0,"NA",0,0,-999,-999,-999,-999,-999,-999,"NA",0,0,"NA",0,0,-999,0,0,-999,0,0,-999,-999,-999,-999,-999,-999,0,0,0,NA,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,NA,-999,0,0,0,0,NA,NA,-999,-999,-999,NA,-999,NA,-999,-999,-999,NA,-999,-999,-999,-999,-999,NA,-999,NA,NA,3,1.79472291469574,1.18184065818787,2.07713651657104,0.204699993133545,0.205400004982948,0.48989999294281,NA,NA,NA,NA,NA,34.5,NA,NA,NA,NA,1,0
9,"Azerbaijan",1992,0,NA,-0.226674601435661,0,1,0,"Presidential",1,1,-999,1,0,-999,84,-999,-999,"NA",-999,-999,-999,-999,-999,-999,NA,"-999",0,"NA",0,0,-999,-999,-999,-999,-999,-999,"NA",0,0,-999,-999,-999,-999,-999,-999,"NA",0,0,-999,-999,-999,-999,-999,-999,-999,0,0,"NA",0,0,-999,-999,-999,-999,-999,-999,"NA",0,0,"NA",0,0,-999,0,0,-999,0,0,-999,-999,-999,9,0,1,0,0,0,4,3,NA,-999,-999,NA,NA,NA,-999,-999,-999,-999,-999,1,1,0,"No local elections",NA,-999,0,0,0,0,NA,NA,-999,-999,-999,NA,-999,NA,1,1,1,1,-999,-999,-999,-999,1,1,1,1,0,3,1.79472291469574,1.18184065818787,2.07713651657104,0.204699993133545,0.205400004982948,0.48989999294281,1,1,NA,NA,NA,36.0999984741211,NA,NA,NA,NA,1,0
9,"Azerbaijan",1993,0,NA,-0.627757966518402,0,-3,0,"Presidential",1,1,-999,1,0,1,84,-999,1,"PFA",0,1,0,0,0,4,NA,"-999",0,"PFA",0,0,0,1,0,0,0,4,"NA",0,0,-999,-999,-999,-999,-999,-999,"NA",0,0,-999,-999,-999,-999,-999,-999,-999,0,0,"NAP",NA,NA,0,0,0,0,0,2,"NA",0,0,"NA",0,0,-999,0,0,6,NA,NA,NA,-999,-999,10,0,1,1,1,1,6.5,6.5,NA,-999,-999,NA,NA,-999,-999,-999,-999,-999,-999,1,1,0,"No local elections",NA,-999,0,0,0,0,NA,3,-999,-999,-999,NA,-999,NA,1,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,3,1.79472291469574,1.18184065818787,2.07713651657104,0.204699993133545,0.205400004982948,0.48989999294281,1,1,NA,NA,NA,36.0999984741211,590,NA,NA,NA,1,0
9,"Azerbaijan",1994,0,NA,-0.636859953403473,0,-3,0,"Presidential",1,1,4,1,0,1,98.8000030517578,-999,1,"NAP",0,0,0,0,0,2,NA,"-999",0,"NAP",0,0,0,0,0,0,0,2,"NA",0,0,-999,-999,-999,-999,-999,-999,"NA",0,0,-999,-999,-999,-999,-999,-999,-999,0,0,"PFA",NA,NA,0,1,0,0,0,5,"NA",0,0,"NA",0,0,-999,0,0,10,NA,NA,NA,-999,-999,-999,0,0,0,0,0,6.5,6,NA,-999,-999,NA,NA,-999,-999,-999,-999,-999,-999,1,1,0,"No local elections",NA,-999,0,0,0,0,NA,3.5,-999,-999,-999,NA,-999,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1.79472291469574,1.18184065818787,2.07713651657104,0.204699993133545,0.205400004982948,0.48989999294281,1,1,NA,NA,NA,42.7999992370605,440,NA,NA,NA,1,0
9,"Azerbaijan",1995,0,NA,-0.736415684223175,0,-6,0,"Presidential",2,1,3,1,0,1,98.8000030517578,-999,2,"NAP",0,0,0,0,0,3,NA,"-999",0,"NAP",0,0,0,0,0,0,0,3,"NA",0,0,-999,-999,-999,-999,-999,-999,"NA",0,0,-999,-999,-999,-999,-999,-999,-999,0,0,"PFA",NA,NA,0,1,0,0,0,6,"NA",0,0,"NA",0,0,-999,0,0,10,NA,NA,NA,-999,11,-999,1,0,0,0,0,6.5,6,NA,-999,-999,NA,NA,-999,-999,-999,-999,-999,-999,1,1,0,"No local elections",NA,-999,0,0,0,0,NA,4.5,-999,-999,-999,NA,-999,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1.79472291469574,1.18184065818787,2.07713651657104,0.204699993133545,0.205400004982948,0.48989999294281,1,1,NA,NA,NA,45.9000015258789,400,NA,NA,NA,1,0
9,"Azerbaijan",1996,0,NA,-0.6556596159935,0,-6,1,"Presidential",3,1,2,1,0,1,98.8000030517578,-999,3,"NAP",0,0,0,0,0,4,1,"-999",126,"NAP",67,70,0,0,0,0,0,4,"AMDP",1,NA,0,0,0,0,0,NA,"NA",0,0,-999,-999,-999,-999,-999,-999,0,0,0,"PFA",4,NA,0,1,0,0,0,7,"AMIP",4,NA,"ASP",2,NA,48,48,NA,0,0,0,0,-999,-999,-999,0,0,0,0,0,7,6,1,-999,-999,1,0,1,-999,NA,-999,1,-999,0,1,0,"No local elections",NA,-999,68,70,58,0,0.539682567119598,5.5,0.971020758152008,0.0249702725559473,0.288107842206955,0.717587292194366,0.992135524749756,0.0294117648154497,4,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1.79472291469574,1.18184065818787,2.07713651657104,0.204699993133545,0.205400004982948,0.48989999294281,1,1,2,0,NA,45.7999992370605,400,NA,NA,NA,1,0
9,"Azerbaijan",1997,0,NA,-0.581582605838776,0,-6,2,"Presidential",4,1,1,1,0,1,98.8000030517578,-999,4,"NAP",0,0,0,0,0,5,1,"-999",126,"NAP",67,70,0,0,0,0,0,5,"AMDP",1,NA,0,0,0,0,0,NA,"NA",0,0,-999,-999,-999,-999,-999,-999,0,0,0,"PFA",4,NA,0,1,0,0,0,8,"AMIP",4,NA,"ASP",2,NA,48,48,NA,0,0,0,0,-999,-999,-999,0,0,0,0,0,7,6,1,-999,-999,1,0,1,-999,NA,-999,1,-999,0,1,0,"No local elections",NA,-999,68,70,58,0,0.539682567119598,6.5,0.971020758152008,0.0249702725559473,0.288107842206955,0.717587292194366,0.992135524749756,0.0294117648154497,5,4,1,1,0,0,0,0,4,4,1,1,0,3,1.79472291469574,1.18184065818787,2.07713651657104,0.204699993133545,0.205400004982948,0.48989999294281,1,1,2,0,NA,46.2000007629395,450,NA,NA,NA,1,0
9,"Azerbaijan",1998,0,NA,-0.521781980991364,0,-7,3,"Presidential",5,1,0,1,0,1,-999,-999,5,"NAP",0,0,0,0,0,6,1,"-999",126,"NAP",67,70,0,0,0,0,0,6,"AMDP",1,NA,0,0,0,0,0,NA,"NA",0,0,-999,-999,-999,-999,-999,-999,0,0,0,"PFA",4,NA,0,1,0,0,0,9,"AMIP",4,NA,"ASP",2,NA,48,48,NA,0,0,0,0,-999,-999,10,0,1,0,0,0,7,6,1,-999,-999,1,0,1,-999,NA,-999,1,-999,0,1,0,"No local elections",NA,-999,68,70,58,0,0.539682567119598,7.5,0.971020758152008,0.0249702725559473,0.288107842206955,0.717587292194366,0.992135524749756,0.0294117648154497,6,5,1,1,0,0,0,0,5,5,2,2,0,3,1.79472291469574,1.18184065818787,2.07713651657104,0.204699993133545,0.205400004982948,0.48989999294281,1,1,2,0,NA,46.2000007629395,510,NA,NA,NA,1,0
